Protein_ID,Localizations,Signals,Cytoplasm,Nucleus,Extracellular,Cell membrane,Mitochondrion,Plastid,Endoplasmic reticulum,Lysosome/Vacuole,Golgi apparatus,Peroxisome
ENST00000542920.1,Cell membrane,Signal peptide|Transmembrane domain,0.10239999741315842,0.05510000139474869,0.029999999329447746,0.843500018119812,0.03240000084042549,0.010700000450015068,0.42910000681877136,0.5608000159263611,0.3571000099182129,0.014100000262260437
ENST00000543283.2,Cytoplasm,Nuclear localization signal,0.6541000008583069,0.48159998655319214,0.11779999732971191,0.164900004863739,0.12639999389648438,0.0044999998062849045,0.12150000035762787,0.24979999661445618,0.14480000734329224,0.019899999722838402
ENST00000544216.8,Cytoplasm|Nucleus,Nuclear localization signal,0.6643999814987183,0.6044999957084656,0.12110000103712082,0.14000000059604645,0.07580000162124634,0.010599999688565731,0.18119999766349792,0.09839999675750732,0.10670000314712524,0.005100000184029341
ENST00000545154.5,Endoplasmic reticulum,Signal peptide|Transmembrane domain,0.15870000422000885,0.08609999716281891,0.0478999987244606,0.3801000118255615,0.2766999900341034,0.01769999973475933,0.894599974155426,0.13590000569820404,0.2630999982357025,0.033799998462200165
ENST00000545174.5,Cytoplasm|Nucleus,Nuclear export signal,0.7160999774932861,0.7342000007629395,0.022199999541044235,0.23319999873638153,0.16050000488758087,0.0026000000070780516,0.2126999944448471,0.3084000051021576,0.21850000321865082,0.029100000858306885
ENST00000545234.6,Extracellular,Signal peptide,0.23090000450611115,0.10260000079870224,0.8770999908447266,0.1842000037431717,0.1745000034570694,0.013500000350177288,0.2125999927520752,0.13109999895095825,0.1606999933719635,0.004900000058114529
ENST00000545322.5,Cytoplasm|Nucleus,,0.5932000279426575,0.6909000277519226,0.16019999980926514,0.11890000104904175,0.09279999881982803,0.022099999710917473,0.10360000282526016,0.03220000118017197,0.03840000182390213,0.08640000224113464
ENST00000545552.5,Cytoplasm|Lysosome/Vacuole,Nuclear export signal,0.6040999889373779,0.30309998989105225,0.06530000269412994,0.42340001463890076,0.243599995970726,0.00930000003427267,0.2903999984264374,0.5942999720573425,0.2872999906539917,0.014000000432133675
ENST00000546191.5,Cytoplasm|Nucleus,Nuclear export signal,0.7160999774932861,0.7342000007629395,0.022199999541044235,0.23319999873638153,0.16050000488758087,0.0026000000070780516,0.2126999944448471,0.3084000051021576,0.21850000321865082,0.029100000858306885
ENST00000546344.5,Cytoplasm,Nuclear localization signal|Nuclear export signal,0.8375999927520752,0.48069998621940613,0.018699999898672104,0.28529998660087585,0.16779999434947968,0.0071000000461936,0.2287999987602234,0.23100000619888306,0.24289999902248383,0.01590000092983246
ENST00000546371.1,Cytoplasm,Nuclear export signal,0.5845000147819519,0.3774999976158142,0.1023000031709671,0.3840999901294708,0.23589999973773956,0.008899999782443047,0.1687999963760376,0.3296999931335449,0.38269999623298645,0.07580000162124634
ENST00000546374.5,Nucleus,Nuclear localization signal,0.4041999876499176,0.45680001378059387,0.062300000339746475,0.15029999613761902,0.05609999969601631,0.007799999788403511,0.11379999667406082,0.3034000098705292,0.22460000216960907,0.006000000052154064
ENST00000546632.1,Nucleus,Nuclear localization signal,0.42559999227523804,0.8791000247001648,0.06599999964237213,0.16920000314712524,0.09220000356435776,0.0007999999797903001,0.1298000067472458,0.039000000804662704,0.03150000050663948,0.009700000286102295
ENST00000547002.5,Lysosome/Vacuole,Transmembrane domain,0.19349999725818634,0.16830000281333923,0.05079999938607216,0.42170000076293945,0.2190999984741211,0.021400000900030136,0.39660000801086426,0.6822999715805054,0.5774000287055969,0.025200000032782555
ENST00000547423.5,Extracellular,Signal peptide,0.12280000001192093,0.0737999975681305,0.6685000061988831,0.17309999465942383,0.18050000071525574,0.00019999999494757503,0.46000000834465027,0.4966000020503998,0.44449999928474426,0.0006000000284984708
ENST00000547545.1,Nucleus,Nuclear localization signal,0.20960000157356262,0.9878000020980835,0.026399999856948853,0.06509999930858612,0.0706000030040741,0.050599999725818634,0.05249999836087227,0.007600000128149986,0.012000000104308128,0.020099999383091927
ENST00000547568.6,Extracellular,Signal peptide,0.20160000026226044,0.08139999955892563,0.9352999925613403,0.2484000027179718,0.0843999981880188,0.003599999938160181,0.17000000178813934,0.25760000944137573,0.2045000046491623,0.0019000000320374966
ENST00000547844.1,Cytoplasm|Nucleus|Mitochondrion,,0.6040999889373779,0.5558000206947327,0.26260000467300415,0.12559999525547028,0.6323999762535095,0.006500000134110451,0.12540000677108765,0.05380000174045563,0.1006999984383583,0.01080000028014183
ENST00000547937.5,Extracellular,Signal peptide,0.13670000433921814,0.05290000140666962,0.9613999724388123,0.20239999890327454,0.08590000122785568,0.0019000000320374966,0.1703999936580658,0.3522000014781952,0.18539999425411224,0.0006000000284984708
ENST00000548162.2,Extracellular,Signal peptide,0.12280000001192093,0.12049999833106995,0.910099983215332,0.24570000171661377,0.05959999933838844,0.0020000000949949026,0.21699999272823334,0.263700008392334,0.23250000178813934,0.002300000051036477
ENST00000548232.1,Nucleus,Nuclear localization signal|Nuclear export signal,0.397599995136261,0.8677999973297119,0.040300000458955765,0.08720000088214874,0.11919999867677689,0.0026000000070780516,0.12680000066757202,0.06210000067949295,0.08330000191926956,0.005200000014156103
ENST00000548360.1,Extracellular,Signal peptide,0.1265999972820282,0.06480000168085098,0.7017999887466431,0.1915999948978424,0.15800000727176666,9.999999747378752e-05,0.45509999990463257,0.5514000058174133,0.4259999990463257,0.0007999999797903001
ENST00000548887.5,Nucleus,Nuclear localization signal|Nuclear export signal,0.3188000023365021,0.9150999784469604,0.05739999935030937,0.19120000302791595,0.04809999838471413,0.007000000216066837,0.04010000079870224,0.04360000044107437,0.052400000393390656,0.0031999999191612005
ENST00000549243.5,Mitochondrion,,0.2329999953508377,0.32100000977516174,0.4368000030517578,0.09690000116825104,0.6136000156402588,0.017999999225139618,0.3467000126838684,0.3089999854564667,0.4675000011920929,0.10440000146627426
ENST00000549318.5,Endoplasmic reticulum,Signal peptide,0.12849999964237213,0.11469999700784683,0.41429999470710754,0.21850000321865082,0.3506999909877777,0.009700000286102295,0.42320001125335693,0.11069999635219574,0.274399995803833,0.06340000033378601
ENST00000549513.5,Extracellular,Signal peptide,0.120899997651577,0.052400000393390656,0.9606000185012817,0.16189999878406525,0.0722000002861023,0.0020000000949949026,0.15309999883174896,0.3785000145435333,0.19740000367164612,0.0003000000142492354
ENST00000549832.1,Cytoplasm,Nuclear localization signal|Nuclear export signal,0.7426000237464905,0.3366999924182892,0.04910000041127205,0.47540000081062317,0.121799997985363,0.002300000051036477,0.14820000529289246,0.33149999380111694,0.33880001306533813,0.018200000748038292
ENST00000550070.6,Cell membrane|Lysosome/Vacuole,Signal peptide|Transmembrane domain,0.2361000031232834,0.1306000053882599,0.1039000004529953,0.9333999752998352,0.043699998408555984,0.007600000128149986,0.14190000295639038,0.6553999781608582,0.42320001125335693,0.1469999998807907
ENST00000550563.5,Extracellular,Signal peptide,0.13040000200271606,0.05649999901652336,0.9634000062942505,0.21140000224113464,0.08060000091791153,0.0017999999690800905,0.1712000072002411,0.3702000081539154,0.18490000069141388,0.0005000000237487257
ENST00000550763.1,Nucleus,Nuclear localization signal,0.4262999892234802,0.7021999955177307,0.21580000221729279,0.10999999940395355,0.3427000045776367,0.004699999932199717,0.10869999974966049,0.08799999952316284,0.10920000076293945,0.020600000396370888
ENST00000551301.1,Mitochondrion,,0.3434000015258789,0.14790000021457672,0.2799000144004822,0.19740000367164612,0.5701000094413757,0.017999999225139618,0.31769999861717224,0.1671999990940094,0.3474999964237213,0.02239999920129776
ENST00000552145.5,Extracellular,Signal peptide,0.13580000400543213,0.05270000174641609,0.9605000019073486,0.20579999685287476,0.08669999986886978,0.0019000000320374966,0.16979999840259552,0.35179999470710754,0.18129999935626984,0.0006000000284984708
ENST00000552255.5,Nucleus,Nuclear localization signal,0.36980000138282776,0.7055000066757202,0.13539999723434448,0.14149999618530273,0.164000004529953,0.0024999999441206455,0.11320000141859055,0.08259999752044678,0.05469999834895134,0.04320000112056732
ENST00000552912.5,Cytoplasm,Nuclear export signal,0.5565000176429749,0.4580000042915344,0.05139999836683273,0.13699999451637268,0.07689999788999557,0.014999999664723873,0.19359999895095825,0.3898000121116638,0.30059999227523804,0.029600000008940697
ENST00000552962.5,Extracellular,Signal peptide,0.19380000233650208,0.08919999748468399,0.944100022315979,0.320499986410141,0.09960000216960907,0.004000000189989805,0.2167000025510788,0.24379999935626984,0.1899999976158142,0.00139999995008111
ENST00000553200.1,Cytoplasm,,0.47940000891685486,0.4569000005722046,0.3003999888896942,0.05719999969005585,0.445499986410141,0.06080000102519989,0.060100000351667404,0.027699999511241913,0.03420000150799751,0.02800000086426735
ENST00000553310.6,Cytoplasm,,0.6600000262260437,0.18359999358654022,0.14339999854564667,0.5339999794960022,0.21930000185966492,0.008700000122189522,0.039400000125169754,0.09669999778270721,0.25049999356269836,0.008799999952316284
ENST00000554034.5,Cell membrane,Signal peptide|Transmembrane domain,0.2206999957561493,0.11029999703168869,0.19930000603199005,0.8246999979019165,0.02710000053048134,0.0017000000225380063,0.26840001344680786,0.42640000581741333,0.36719998717308044,0.07289999723434448
ENST00000554150.5,Endoplasmic reticulum,Signal peptide|Transmembrane domain,0.2061000019311905,0.13609999418258667,0.05779999867081642,0.29420000314712524,0.29350000619888306,0.0035000001080334187,0.8608999848365784,0.12030000239610672,0.09300000220537186,0.019899999722838402
ENST00000554155.1,Endoplasmic reticulum,Signal peptide|Transmembrane domain,0.15299999713897705,0.10830000042915344,0.042500000447034836,0.3467999994754791,0.2574000060558319,0.00419999985024333,0.8934999704360962,0.11379999667406082,0.13359999656677246,0.014600000344216824
ENST00000554643.5,Endoplasmic reticulum,Signal peptide|Transmembrane domain,0.2061000019311905,0.13609999418258667,0.05779999867081642,0.29420000314712524,0.29350000619888306,0.0035000001080334187,0.8608999848365784,0.12030000239610672,0.09300000220537186,0.019899999722838402
ENST00000555028.7,Cytoplasm|Nucleus,Nuclear export signal,0.5523999929428101,0.5964000225067139,0.08229999989271164,0.21330000460147858,0.12399999797344208,0.017400000244379044,0.14079999923706055,0.20399999618530273,0.20469999313354492,0.018699999898672104
ENST00000555336.6,Cytoplasm,,0.6043999791145325,0.14569999277591705,0.07900000363588333,0.359499990940094,0.1120000034570694,0.029400000348687172,0.20730000734329224,0.357699990272522,0.30079999566078186,0.06400000303983688
ENST00000556585.3,Cell membrane,Transmembrane domain,0.16140000522136688,0.25459998846054077,0.1526000052690506,0.7197999954223633,0.12359999865293503,0.010599999688565731,0.24770000576972961,0.5385000109672546,0.4828999936580658,0.10949999839067459
ENST00000556650.5,Endoplasmic reticulum,Signal peptide|Transmembrane domain,0.14309999346733093,0.09610000252723694,0.03999999910593033,0.3411000072956085,0.2597000002861023,0.004100000020116568,0.9041000008583069,0.11739999800920486,0.14550000429153442,0.012500000186264515
ENST00000558008.3,Nucleus,Nuclear localization signal,0.3109999895095825,0.9304999709129333,0.03689999878406525,0.09260000288486481,0.226500004529953,0.019300000742077827,0.019200000911951065,0.01510000042617321,0.04879999905824661,0.0052999998442828655
ENST00000558466.5,Cytoplasm|Lysosome/Vacuole,,0.5133000016212463,0.27709999680519104,0.16519999504089355,0.3855000138282776,0.15539999306201935,0.0071000000461936,0.18310000002384186,0.8090999722480774,0.4251999855041504,0.004900000058114529
ENST00000558767.6,Cytoplasm,Nuclear localization signal,0.7789999842643738,0.39879998564720154,0.19370000064373016,0.1800999939441681,0.08389999717473984,0.017100000753998756,0.10779999941587448,0.12060000002384186,0.1185000017285347,0.03880000114440918
ENST00000558906.5,Cell membrane|Endoplasmic reticulum|Lysosome/Vacuole|Golgi apparatus,Signal peptide|Transmembrane domain,0.09070000052452087,0.13359999656677246,0.04100000113248825,0.7365000247955322,0.12479999661445618,0.008100000210106373,0.6714000105857849,0.631600022315979,0.7057999968528748,0.11289999634027481
ENST00000558937.1,Cytoplasm|Nucleus,Nuclear export signal,0.6669999957084656,0.6571999788284302,0.049300000071525574,0.2199999988079071,0.21649999916553497,0.002400000113993883,0.10339999943971634,0.18029999732971191,0.17489999532699585,0.017000000923871994
ENST00000558961.1,Cytoplasm,,0.4546999931335449,0.41269999742507935,0.19359999895095825,0.20589999854564667,0.2590999901294708,0.028699999675154686,0.10750000178813934,0.13539999723434448,0.17110000550746918,0.28439998626708984
ENST00000558984.1,Extracellular,Signal peptide,0.11559999734163284,0.19050000607967377,0.896399974822998,0.16689999401569366,0.08799999952316284,0.0013000000035390258,0.1477999985218048,0.12129999697208405,0.24529999494552612,0.0019000000320374966
ENST00000559087.5,Extracellular,Signal peptide,0.11559999734163284,0.19050000607967377,0.896399974822998,0.16689999401569366,0.08799999952316284,0.0013000000035390258,0.1477999985218048,0.12129999697208405,0.24529999494552612,0.0019000000320374966
ENST00000559404.5,Cytoplasm,,0.4674000144004822,0.44609999656677246,0.19789999723434448,0.2273000031709671,0.3808000087738037,0.005499999970197678,0.3183000087738037,0.27869999408721924,0.3700999915599823,0.06499999761581421
ENST00000559501.1,Extracellular,Nuclear localization signal,0.09939999878406525,0.36570000648498535,0.9041000008583069,0.1054999977350235,0.19290000200271606,0.0019000000320374966,0.07959999889135361,0.030400000512599945,0.14180000126361847,0.002899999963119626
ENST00000559519.5,Nucleus,Nuclear localization signal,0.23100000619888306,0.9520000219345093,0.0803999975323677,0.04309999942779541,0.2142000049352646,0.009399999864399433,0.03790000081062317,0.013000000268220901,0.01720000058412552,0.017899999395012856
ENST00000559607.1,Nucleus,Nuclear localization signal,0.3260999917984009,0.8898000121116638,0.03460000082850456,0.11089999973773956,0.04969999939203262,0.006200000178068876,0.028599999845027924,0.04910000041127205,0.05220000073313713,0.0044999998062849045
ENST00000559651.1,Cytoplasm|Nucleus,Nuclear export signal,0.5983999967575073,0.5067999958992004,0.07370000332593918,0.27950000762939453,0.4318000078201294,0.0017999999690800905,0.3287000060081482,0.26249998807907104,0.31839999556541443,0.02160000056028366
ENST00000559726.5,Cell membrane|Endoplasmic reticulum|Lysosome/Vacuole|Golgi apparatus,Signal peptide|Transmembrane domain,0.09070000052452087,0.13359999656677246,0.04100000113248825,0.7365000247955322,0.12479999661445618,0.008100000210106373,0.6714000105857849,0.631600022315979,0.7057999968528748,0.11289999634027481
ENST00000559829.5,Cell membrane|Endoplasmic reticulum|Lysosome/Vacuole|Golgi apparatus,Signal peptide|Transmembrane domain,0.21220000088214874,0.09619999676942825,0.0210999995470047,0.7415000200271606,0.11559999734163284,0.010700000450015068,0.6685000061988831,0.6370999813079834,0.723800003528595,0.0210999995470047
ENST00000559931.5,Cytoplasm,Nuclear localization signal,0.5845000147819519,0.492000013589859,0.09459999948740005,0.4156000018119812,0.16130000352859497,0.00279999990016222,0.12240000069141388,0.4138999879360199,0.1826000064611435,0.006300000008195639
ENST00000560079.7,Nucleus,Nuclear localization signal,0.3179999887943268,0.8924000263214111,0.03310000151395798,0.1225999966263771,0.04560000076889992,0.006599999964237213,0.031300000846385956,0.053199999034404755,0.05429999902844429,0.00430000014603138
ENST00000560448.5,Cytoplasm|Nucleus,Nuclear localization signal,0.5943999886512756,0.9097999930381775,0.19599999487400055,0.03500000014901161,0.23589999973773956,0.0019000000320374966,0.14429999887943268,0.03099999949336052,0.03920000046491623,0.15449999272823334
ENST00000560748.5,Cytoplasm|Nucleus,Nuclear export signal,0.5983999967575073,0.5067999958992004,0.07370000332593918,0.27950000762939453,0.4318000078201294,0.0017999999690800905,0.3287000060081482,0.26249998807907104,0.31839999556541443,0.02160000056028366
ENST00000561013.3,Nucleus,Nuclear localization signal,0.4424000084400177,0.873199999332428,0.04190000146627426,0.08820000290870667,0.08630000054836273,0.006800000090152025,0.03849999979138374,0.06790000200271606,0.036400001496076584,0.0038999998942017555
ENST00000561421.6,Cytoplasm,Nuclear export signal,0.8148999810218811,0.4724999964237213,0.07959999889135361,0.18629999458789825,0.14669999480247498,0.0066999997943639755,0.23649999499320984,0.1728000044822693,0.2094999998807907,0.05299999937415123
ENST00000561710.1,Cytoplasm,,0.5235999822616577,0.3711000084877014,0.1860000044107437,0.0812000036239624,0.23549999296665192,0.012199999764561653,0.23280000686645508,0.23160000145435333,0.3325999975204468,0.026200000196695328
ENST00000562188.7,Cytoplasm|Nucleus,Nuclear export signal,0.7493000030517578,0.5249999761581421,0.026200000196695328,0.12399999797344208,0.21539999544620514,0.020500000566244125,0.13019999861717224,0.18960000574588776,0.13439999520778656,0.07419999688863754
ENST00000562220.2,Cell membrane,Signal peptide|Transmembrane domain,0.2020999938249588,0.08100000023841858,0.14059999585151672,0.7989000082015991,0.018799999728798866,0.0031999999191612005,0.2662999927997589,0.2822999954223633,0.3206000030040741,0.07519999891519547
ENST00000562373.1,Nucleus,Nuclear export signal,0.4652999937534332,0.9187999963760376,0.0868000015616417,0.06939999759197235,0.07739999890327454,0.0012000000569969416,0.14710000157356262,0.2596000134944916,0.2020999938249588,0.04839999973773956
ENST00000562520.1,Nucleus,Nuclear localization signal,0.28790000081062317,0.8777999877929688,0.03999999910593033,0.08919999748468399,0.020800000056624413,0.006099999882280827,0.049800001084804535,0.07940000295639038,0.10639999806880951,0.006500000134110451
ENST00000562698.5,Cytoplasm|Nucleus,Nuclear export signal,0.6470999717712402,0.551800012588501,0.06830000132322311,0.19210000336170197,0.20110000669956207,0.040300000458955765,0.1395999938249588,0.20839999616146088,0.20990000665187836,0.13860000669956207
ENST00000562871.5,Nucleus,Nuclear localization signal,0.28790000081062317,0.8777999877929688,0.03999999910593033,0.08919999748468399,0.020800000056624413,0.006099999882280827,0.049800001084804535,0.07940000295639038,0.10639999806880951,0.006500000134110451
ENST00000562909.1,Cytoplasm|Extracellular,,0.5799999833106995,0.3384999930858612,0.695900022983551,0.05180000141263008,0.26759999990463257,0.03590000048279762,0.11869999766349792,0.03889999911189079,0.04619999974966049,0.06769999861717224
ENST00000563069.5,Cytoplasm,Nuclear export signal,0.63919997215271,0.4650000035762787,0.12479999661445618,0.1835000067949295,0.24469999969005585,0.01940000057220459,0.1517000049352646,0.19580000638961792,0.313400000333786,0.12060000002384186
ENST00000563119.5,Cell membrane,,0.4397999942302704,0.323199987411499,0.01810000091791153,0.6510999798774719,0.2370000034570694,0.012199999764561653,0.33660000562667847,0.24379999935626984,0.37689998745918274,0.08030000329017639
ENST00000563137.7,Nucleus,Nuclear localization signal,0.27480000257492065,0.8960000276565552,0.0494999997317791,0.09510000050067902,0.029400000348687172,0.006300000008195639,0.035999998450279236,0.06289999932050705,0.07850000262260437,0.005799999926239252
ENST00000563405.1,Cytoplasm|Nucleus,Nuclear export signal,0.5006999969482422,0.5099999904632568,0.028999999165534973,0.10490000247955322,0.19679999351501465,0.010900000110268593,0.3977000117301941,0.5508999824523926,0.36880001425743103,0.0568000003695488
ENST00000563551.1,Cytoplasm|Nucleus,Nuclear localization signal,0.8208000063896179,0.6008999943733215,0.059300001710653305,0.07519999891519547,0.1875,0.010700000450015068,0.2655999958515167,0.006500000134110451,0.05739999935030937,0.021400000900030136
ENST00000563599.5,Extracellular|Mitochondrion,,0.43309998512268066,0.48910000920295715,0.6227999925613403,0.1501999944448471,0.6349999904632568,0.047600001096725464,0.1632000058889389,0.07760000228881836,0.20080000162124634,0.07880000025033951
ENST00000564082.1,Cytoplasm,,0.4830000102519989,0.4255000054836273,0.10769999772310257,0.09480000287294388,0.17749999463558197,0.04560000076889992,0.1331000030040741,0.3409999907016754,0.18250000476837158,0.06120000034570694
ENST00000564536.2,Mitochondrion,Mitochondrial transit peptide,0.14350000023841858,0.0786999985575676,0.05420000106096268,0.13009999692440033,0.9409000277519226,0.001500000013038516,0.12189999967813492,0.11840000003576279,0.12210000306367874,0.04879999905824661
ENST00000564627.2,Cytoplasm,Nuclear localization signal,0.7261999845504761,0.47429999709129333,0.06340000033378601,0.38830000162124634,0.15530000627040863,0.00430000014603138,0.10189999639987946,0.186599999666214,0.0869000032544136,0.020099999383091927
ENST00000564887.5,Nucleus,Nuclear export signal,0.4652000069618225,0.5914999842643738,0.08020000159740448,0.17190000414848328,0.11969999969005585,0.01810000091791153,0.30079999566078186,0.44369998574256897,0.35920000076293945,0.023000000044703484
ENST00000565253.1,Cytoplasm|Nucleus,Nuclear export signal,0.6694999933242798,0.6187000274658203,0.10480000078678131,0.08060000091791153,0.2815000116825104,0.05480000004172325,0.4311000108718872,0.049800001084804535,0.26499998569488525,0.049300000071525574
ENST00000565726.3,Endoplasmic reticulum|Golgi apparatus,Signal peptide|Transmembrane domain,0.22509999573230743,0.0471000000834465,0.05130000039935112,0.42989999055862427,0.05339999869465828,0.005200000014156103,0.6265000104904175,0.4912000000476837,0.6783000230789185,0.015399999916553497
ENST00000566194.5,Cytoplasm|Nucleus,Nuclear localization signal,0.5368000268936157,0.6607999801635742,0.08190000057220459,0.12309999763965607,0.2996000051498413,0.016899999231100082,0.2168000042438507,0.07999999821186066,0.22619999945163727,0.04699999839067459
ENST00000567169.5,Nucleus,Nuclear localization signal,0.29440000653266907,0.8622000217437744,0.03669999912381172,0.08429999649524689,0.020800000056624413,0.009600000455975533,0.05389999970793724,0.08429999649524689,0.10540000349283218,0.007199999876320362
ENST00000567328.6,Cytoplasm,Nuclear export signal,0.6287999749183655,0.3488999903202057,0.08470000326633453,0.33959999680519104,0.19359999895095825,0.01889999955892563,0.29840001463890076,0.4487000107765198,0.49470001459121704,0.012600000016391277
ENST00000567719.2,Cytoplasm,,0.6266000270843506,0.48910000920295715,0.0430000014603138,0.03139999881386757,0.4198000133037567,0.016599999740719795,0.4074000120162964,0.13650000095367432,0.3215000033378601,0.2833000123500824
ENST00000568077.5,Cytoplasm|Nucleus,Nuclear localization signal|Nuclear export signal,0.8324999809265137,0.7019000053405762,0.13920000195503235,0.11990000307559967,0.38909998536109924,0.0071000000461936,0.29089999198913574,0.12359999865293503,0.18459999561309814,0.0940999984741211
ENST00000568364.6,Cytoplasm|Nucleus,Nuclear localization signal,0.5259000062942505,0.7838000059127808,0.054999999701976776,0.08240000158548355,0.2874999940395355,0.029200000688433647,0.1356000006198883,0.023900000378489494,0.06069999933242798,0.14169999957084656
ENST00000568656.5,Cytoplasm,,0.6546000242233276,0.41130000352859497,0.06679999828338623,0.08380000293254852,0.22660000622272491,0.013799999840557575,0.21060000360012054,0.12720000743865967,0.2989000082015991,0.20649999380111694
ENST00000568830.1,Cytoplasm|Nucleus,Nuclear localization signal|Nuclear export signal,0.8116000294685364,0.5892000198364258,0.211899995803833,0.10949999839067459,0.5142999887466431,0.002400000113993883,0.26089999079704285,0.1200999990105629,0.2985000014305115,0.0843999981880188
ENST00000569524.5,Nucleus,,0.43880000710487366,0.531499981880188,0.21639999747276306,0.09719999879598618,0.4381999969482422,0.02250000089406967,0.038600001484155655,0.05490000173449516,0.05939999967813492,0.06790000200271606
ENST00000569842.5,Cytoplasm|Nucleus,Nuclear export signal,0.49639999866485596,0.5343999862670898,0.08590000122785568,0.16380000114440918,0.14569999277591705,0.020400000736117363,0.3073999881744385,0.35740000009536743,0.34880000352859497,0.03420000150799751
ENST00000569863.5,Cytoplasm|Nucleus,,0.5625,0.5239999890327454,0.06870000064373016,0.13109999895095825,0.2928999960422516,0.008299999870359898,0.23260000348091125,0.10840000212192535,0.23890000581741333,0.15809999406337738
ENST00000569961.5,Cytoplasm,,0.6830999851226807,0.3425999879837036,0.11779999732971191,0.20029999315738678,0.1151999980211258,0.006200000178068876,0.07909999787807465,0.16449999809265137,0.11580000072717667,0.08749999850988388
ENST00000570143.5,Nucleus,,0.43880000710487366,0.531499981880188,0.21639999747276306,0.09719999879598618,0.4381999969482422,0.02250000089406967,0.038600001484155655,0.05490000173449516,0.05939999967813492,0.06790000200271606
ENST00000570353.5,Extracellular,Signal peptide,0.09200000017881393,0.07479999959468842,0.850600004196167,0.28999999165534973,0.04360000044107437,0.0006000000284984708,0.2468000054359436,0.3156000077724457,0.2574000060558319,0.002300000051036477
ENST00000571360.5,Extracellular,Signal peptide,0.07320000231266022,0.03519999980926514,0.8698999881744385,0.24459999799728394,0.04500000178813934,0.0005000000237487257,0.17389999330043793,0.3248000144958496,0.16140000522136688,0.0006000000284984708
ENST00000572048.1,Cytoplasm|Extracellular,,0.6053000092506409,0.21170000731945038,0.6345000267028809,0.1216999962925911,0.5067999958992004,0.010999999940395355,0.4032999873161316,0.1517000049352646,0.08990000188350677,0.2547000050544739
ENST00000572262.5,Extracellular,Signal peptide,0.273499995470047,0.28940001130104065,0.7759000062942505,0.5044000148773193,0.2671999931335449,0.012500000186264515,0.40400001406669617,0.20990000665187836,0.22179999947547913,0.007000000216066837
