#ID	peptide_length	Fickett_score	pI	ORF_integrity	coding_probability	label
ENST00000392622.3	99	0.48055	5.90240478516	1	0.540524	coding
ENST00000392623.5	99	0.4502	5.90240478516	1	0.547073	coding
ENST00000491177.1	113	0.3829	6.56927490234	1	0.485297	noncoding
ENST00000368373.8	537	0.39005	7.28656005859	1	1	coding
ENST00000327247.9	537	0.41849	7.28656005859	1	1	coding
ENST00000427500.7	488	0.34825	7.28814697266	1	1	coding
ENST00000428024.3	450	0.4456	6.64984130859	1	1	coding
ENST00000478472.1	91	0.37068	6.38043212891	1	0.18745	noncoding
ENST00000493842.5	227	0.40097	8.20318603516	-1	0.242104	noncoding
ENST00000467918.5	58	0.33703	8.21185302734	-1	0.0916952	noncoding
ENST00000470104.1	65	0.40152	6.70416259766	1	0.0618904	noncoding
ENST00000368072.10	300	0.34563	4.25592041016	1	0.999995	coding
ENST00000472750.5	210	0.32253	4.32928466797	1	0.997537	coding
ENST00000532516.1	74	0.45352	4.28033447266	-1	0.047129	noncoding
ENST00000524939.1	149	0.47116	4.44561767578	1	0.987851	coding
ENST00000490724.6	112	0.44339	7.69927978516	1	0.636214	coding
ENST00000368011.9	350	0.36825	8.70928955078	1	0.99998	coding
ENST00000469647.5	112	0.41154	7.69927978516	1	0.516979	coding
ENST00000471613.1	46	0.38732	11.0127563477	1	0.0325151	noncoding
ENST00000392192.6	289	0.35746	8.65228271484	1	0.999389	coding
ENST00000392191.6	37	0.43936	9.49737548828	-1	0.0611439	noncoding
ENST00000475934.1	112	0.37258	7.69927978516	1	0.355394	noncoding
ENST00000472996.1	29	0.36153	9.05633544922	1	0.00856172	noncoding
ENST00000368006.8	319	0.40783	9.07269287109	1	0.999981	coding
ENST00000458050.6	319	0.41155	9.07269287109	1	0.999984	coding
ENST00000545495.5	319	0.41087	9.07269287109	1	0.999983	coding
ENST00000490843.6	319	0.42676	9.07269287109	1	0.999992	coding
ENST00000473679.6	237	0.42084	9.37493896484	-1	0.315387	noncoding
ENST00000463227.5	257	0.41033	9.34381103516	-1	0.334394	noncoding
ENST00000496632.1	91	0.39596	10.1215209961	-1	0.138763	noncoding
ENST00000533357.5	259	0.43484	9.63873291016	1	0.999771	coding
ENST00000491222.5	53	0.44024	10.3389282227	1	0.0802644	noncoding
ENST00000526189.3	232	0.46268	9.79168701172	1	0.999595	coding
ENST00000476410.1	43	0.39462	9.39605712891	1	0.0226361	noncoding
ENST00000488271.1	53	0.47336	10.3389282227	1	0.145087	noncoding
ENST00000367972.8	317	0.47472	6.19146728516	1	1	coding
ENST00000467654.1	257	0.40829	7.71392822266	1	0.99978	coding
ENST00000473080.1	31	0.43165	4.85333251953	1	0.019137	noncoding
ENST00000699277.1	277	0.33955	5.63873291016	1	0.999864	coding
ENST00000699278.1	232	0.3422	6.64471435547	1	0.996175	coding
ENST00000271450.12	318	0.36189	6.19146728516	1	0.99999	coding
ENST00000699279.1	179	0.36606	8.99261474609	1	0.911686	coding
ENST00000467525.5	87	0.33078	9.62628173828	1	0.0833218	noncoding
ENST00000461298.1	53	0.39071	4.51092529297	1	0.066902	noncoding
ENST00000486608.1	53	0.35908	4.51092529297	1	0.0477987	noncoding
ENST00000491841.1	89	0.39363	9.46441650391	1	0.185384	noncoding
ENST00000392122.4	169	0.3258	10.1683959961	1	0.60156	coding
ENST00000485089.6	114	0.42123	10.3003540039	1	0.569127	coding
ENST00000700164.1	169	0.31081	10.1683959961	1	0.509822	coding
ENST00000700158.1	169	0.29742	10.1683959961	1	0.431953	noncoding
ENST00000362089.10	169	0.3258	10.1683959961	1	0.60156	coding
ENST00000700159.1	169	0.32332	10.1683959961	1	0.586527	coding
ENST00000700108.1	169	0.31371	10.1683959961	1	0.527497	coding
ENST00000700139.1	170	0.4643	8.92376708984	-1	0.206683	noncoding
ENST00000700140.1	137	0.45678	8.64202880859	1	0.909294	coding
ENST00000700141.1	138	0.4605	8.64202880859	1	0.919474	coding
ENST00000402921.6	470	0.45817	7.97369384766	1	1	coding
ENST00000367750.7	533	0.46189	6.80401611328	1	1	coding
ENST00000469112.5	305	0.39212	8.78314208984	1	0.999936	coding
ENST00000354841.4	537	0.47009	6.57867431641	1	1	coding
ENST00000459868.1	67	0.37779	9.20123291016	1	0.0573629	noncoding
ENST00000472893.1	178	0.46992	6.96966552734	1	0.994214	coding
ENST00000469711.1	74	0.36842	9.51165771484	-1	0.117794	noncoding
ENST00000294868.8	303	0.35168	5.60015869141	1	0.999982	coding
ENST00000287713.7	308	0.35881	6.58953857422	1	0.999969	coding
ENST00000464047.1	91	0.45975	6.37933349609	1	0.387562	noncoding
ENST00000304685.8	804	0.44278	5.60272216797	1	1	coding
ENST00000360851.4	769	0.44278	5.78350830078	1	1	coding
ENST00000470918.2	990	0.47445	5.87640380859	1	1	coding
ENST00000695979.1	443	0.47881	7.06390380859	1	1	coding
ENST00000695981.1	1197	0.49598	5.98284912109	1	1	coding
ENST00000695984.1	568	0.45169	8.11199951172	1	1	coding
ENST00000367429.9	1232	0.48829	6.23065185547	1	1	coding
ENST00000630130.2	450	0.47548	6.80279541016	1	1	coding
ENST00000452560.5	37	0.37513	5.98480224609	1	0.0110749	noncoding
ENST00000413408.5	47	0.48554	5.30267333984	1	0.0369275	noncoding
ENST00000331314.11	620	0.50609	7.18048095703	1	1	coding
ENST00000429498.5	99	0.43845	9.99176025391	1	0.471893	noncoding
ENST00000433235.1	224	0.45961	9.09686279297	-1	0.346754	noncoding
ENST00000453944.1	75	0.32779	7.79644775391	-1	0.0977677	noncoding
ENST00000608999.6	983	0.33091	5.53411865234	1	1	coding
ENST00000391959.5	1044	0.33091	5.65423583984	1	1	coding
ENST00000480184.5	516	0.47126	5.14324951172	1	1	coding
ENST00000464965.1	42	0.4421	9.68450927734	1	0.0402968	noncoding
ENST00000434615.2	29	0.44015	12.3042602539	1	0.0236251	noncoding
ENST00000498070.5	70	0.37239	11.452331543	1	0.0667592	noncoding
ENST00000634903.1	187	0.4286	9.69073486328	1	0.986722	coding
ENST00000618451.1	62	0.32445	10.8662719727	1	0.0386444	noncoding
ENST00000605818.5	272	0.46084	6.61456298828	1	0.999988	coding
ENST00000581977.7	717	0.47899	7.90948486328	1	1	coding
ENST00000578328.6	658	0.46816	8.32537841797	1	1	coding
ENST00000579827.6	154	0.46112	7.73468017578	1	0.967414	coding
ENST00000359470.6	602	0.34773	8.78411865234	1	1	coding
ENST00000461135.2	356	0.40494	10.1028442383	1	0.999991	coding
ENST00000367006.8	437	0.41878	6.25274658203	1	1	coding
ENST00000419091.7	554	0.39412	6.75433349609	1	1	coding
ENST00000452621.6	450	0.45881	5.71966552734	1	1	coding
ENST00000528926.5	375	0.43128	6.54156494141	1	1	coding
ENST00000472734.1	62	0.38376	6.07171630859	1	0.0507675	noncoding
ENST00000529572.5	105	0.34268	6.57965087891	-1	0.0758547	noncoding
ENST00000367005.8	496	0.3972	8.25701904297	1	1	coding
ENST00000485186.1	62	0.32653	8.06634521484	1	0.0262819	noncoding
ENST00000486666.5	58	0.29448	9.69268798828	1	0.026773	noncoding
ENST00000528066.1	32	0.41839	6.04779052734	1	0.0112487	noncoding
ENST00000526255.1	43	0.44543	12.1810913086	1	0.0498441	noncoding
ENST00000468573.5	95	0.28301	9.67327880859	1	0.0743954	noncoding
ENST00000676153.1	591	0.3387	9.32647705078	1	1	coding
ENST00000492335.5	70	0.36621	9.49652099609	1	0.0606729	noncoding
ENST00000674678.1	104	0.34103	6.47174072266	1	0.23677	noncoding
ENST00000255380.8	591	0.30595	9.32647705078	1	1	coding
ENST00000675709.1	166	0.3889	5.98248291016	-1	0.113347	noncoding
ENST00000315273.4	962	0.42262	6.06243896484	1	1	coding
ENST00000281419.8	1007	0.43847	6.23809814453	1	1	coding
ENST00000471687.1	51	0.46916	8.38092041016	1	0.0605184	noncoding
ENST00000484590.1	132	0.29268	8.55120849609	1	0.244479	noncoding
ENST00000264709.7	913	0.32218	6.19073486328	1	1	coding
ENST00000321117.10	913	0.34344	6.19073486328	1	1	coding
ENST00000380746.8	724	0.41554	6.41339111328	1	1	coding
ENST00000380756.7	782	0.3932	5.61053466797	1	1	coding
ENST00000683393.1	508	0.39451	6.82525634766	1	1	coding
ENST00000683760.1	761	0.41218	7.16290283203	1	1	coding
ENST00000402667.1	690	0.45114	6.09783935547	1	1	coding
ENST00000474887.6	223	0.41533	8.39593505859	1	0.998224	coding
ENST00000466601.5	140	0.41405	8.78753662109	-1	0.129298	noncoding
ENST00000474807.5	201	0.4206	7.54376220703	-1	0.194291	noncoding
ENST00000484184.1	64	0.39959	6.70989990234	-1	0.0320572	noncoding
ENST00000406659.3	167	0.34063	4.76190185547	1	0.969127	coding
ENST00000379619.5	319	0.29152	8.92498779297	1	0.993938	coding
ENST00000264716.9	327	0.26913	7.03277587891	1	0.998799	coding
ENST00000436647.1	202	0.45025	8.90374755859	-1	0.264441	noncoding
ENST00000611976.1	255	0.28683	5.48614501953	1	0.99809	coding
ENST00000295324.4	255	0.28518	5.48614501953	1	0.998017	coding
ENST00000457889.1	215	0.42303	5.88836669922	-1	0.244213	noncoding
ENST00000610745.5	544	0.36893	9.17791748047	1	1	coding
ENST00000490576.2	544	0.37949	9.17791748047	1	1	coding
ENST00000407351.5	1149	0.47287	5.47808837891	1	1	coding
ENST00000405975.7	1954	0.47381	5.71124267578	1	1	coding
ENST00000405006.8	1954	0.46877	5.71124267578	1	1	coding
ENST00000467668.1	69	0.43274	9.20465087891	1	0.123307	noncoding
ENST00000485018.1	81	0.41367	6.38885498047	1	0.181734	noncoding
ENST00000486735.5	28	0.42079	7.82269287109	1	0.00850846	noncoding
ENST00000473004.5	55	0.4201	9.03472900391	1	0.0498115	noncoding
ENST00000402796.5	507	0.38676	6.91864013672	-1	0.897734	coding
ENST00000485353.5	157	0.41562	6.09869384766	-1	0.107094	noncoding
ENST00000486447.1	81	0.29857	9.44464111328	1	0.0527255	noncoding
ENST00000238892.4	118	0.26785	9.09686279297	1	0.129302	noncoding
ENST00000405482.5	310	0.48012	5.09002685547	-1	0.795925	coding
ENST00000431489.6	1161	0.45797	5.65460205078	1	1	coding
ENST00000263991.9	1232	0.50301	5.23931884766	1	1	coding
ENST00000469591.1	55	0.32948	10.7739868164	1	0.0316133	noncoding
ENST00000422032.1	182	0.44263	4.73455810547	-1	0.228947	noncoding
ENST00000471179.1	94	0.41799	11.8773803711	-1	0.199512	noncoding
ENST00000493121.5	112	0.42545	5.51336669922	1	0.739096	coding
ENST00000471551.5	65	0.46625	4.59503173828	-1	0.0392635	noncoding
ENST00000234256.4	533	0.45712	5.88201904297	1	1	coding
ENST00000480594.1	313	0.38604	5.39959716797	1	0.999998	coding
ENST00000483195.5	878	0.39902	6.97064208984	1	1	coding
ENST00000346834.8	1138	0.41251	8.10101318359	1	1	coding
ENST00000423644.5	1122	0.40747	7.77581787109	1	1	coding
ENST00000637036.1	198	0.43294	6.44586181641	1	0.997966	coding
ENST00000479776.1	65	0.40174	10.0326538086	1	0.077789	noncoding
ENST00000432728.1	122	0.44266	6.05938720703	-1	0.0710273	noncoding
ENST00000444570.5	144	0.46266	5.38433837891	-1	0.122906	noncoding
ENST00000476689.5	409	0.43105	4.92681884766	1	1	coding
ENST00000389394.8	4159	0.46817	5.72088623047	1	1	coding
ENST00000468661.1	138	0.41471	9.48687744141	1	0.805414	coding
ENST00000602588.1	552	0.45836	5.90203857422	1	1	coding
ENST00000608013.1	111	0.31464	4.75018310547	1	0.482761	noncoding
ENST00000702794.1	73	0.31573	9.91949462891	1	0.0473205	noncoding
ENST00000442128.2	180	0.27251	8.09405517578	1	0.606982	coding
ENST00000470579.5	264	0.42025	9.50421142578	-1	0.37219	noncoding
ENST00000412735.5	431	0.42029	9.38214111328	1	1	coding
ENST00000357485.8	595	0.45716	9.33770751953	1	1	coding
ENST00000467498.5	160	0.42641	10.0005493164	-1	0.211768	noncoding
ENST00000328709.8	75	0.32785	8.96978759766	1	0.0492425	noncoding
ENST00000483527.5	57	0.334	5.03778076172	1	0.0390214	noncoding
ENST00000480666.1	48	0.38512	10.0923461914	1	0.0309774	noncoding
ENST00000409997.1	74	0.37279	8.23065185547	1	0.0676979	noncoding
ENST00000410049.1	191	0.47114	9.67974853516	1	0.996923	coding
ENST00000258457.7	233	0.37649	9.75604248047	1	0.991957	coding
ENST00000419296.1	135	0.32385	9.53118896484	1	0.335604	noncoding
ENST00000336905.3	135	0.29551	9.53118896484	1	0.235874	noncoding
ENST00000405953.6	113	0.44535	4.95904541016	1	0.836989	coding
ENST00000308659.12	139	0.32551	8.55267333984	1	0.421994	noncoding
ENST00000393256.8	199	0.28432	8.42608642578	1	0.757792	coding
ENST00000393252.4	293	0.3072	10.2272338867	1	0.97566	coding
ENST00000433098.6	110	0.29156	5.82025146484	1	0.28488	noncoding
ENST00000436733.5	141	0.35645	5.55230712891	1	0.838793	coding
ENST00000439718.1	86	0.29452	6.24749755859	1	0.0922652	noncoding
ENST00000348750.8	410	0.45924	5.33575439453	1	1	coding
ENST00000351659.7	507	0.46322	5.09051513672	1	1	coding
ENST00000393040.7	483	0.47769	5.17523193359	1	1	coding
ENST00000462958.5	133	0.27849	8.45318603516	1	0.226115	noncoding
ENST00000409400.1	440	0.45924	5.09893798828	1	1	coding
ENST00000392929.6	84	0.30497	9.23370361328	1	0.0591928	noncoding
ENST00000668300.1	30	0.37408	7.77667236328	1	0.00684755	noncoding
ENST00000428857.2	125	0.34787	8.25286865234	1	0.384579	noncoding
ENST00000413962.6	125	0.32551	8.25286865234	1	0.298756	noncoding
ENST00000678291.1	738	0.44333	5.26129150391	1	1	coding
ENST00000435030.6	958	0.44478	5.86016845703	1	1	coding
ENST00000677891.1	958	0.4521	5.86016845703	1	1	coding
ENST00000464066.6	863	0.44753	5.78179931641	1	1	coding
ENST00000678636.1	594	0.44648	5.48687744141	1	1	coding
ENST00000678720.1	510	0.44648	6.17291259766	1	1	coding
ENST00000678856.1	545	0.43467	6.31610107422	1	1	coding
ENST00000678184.1	268	0.38098	9.39178466797	1	0.99896	coding
ENST00000678891.1	190	0.35896	8.95355224609	1	0.934334	coding
ENST00000677465.1	144	0.32485	9.94683837891	1	0.396502	noncoding
ENST00000415049.5	109	0.46992	7.78790283203	-1	0.0731133	noncoding
ENST00000310454.10	728	0.41354	7.57696533203	1	1	coding
ENST00000438166.7	728	0.39563	7.57696533203	1	1	coding
ENST00000495851.5	98	0.40157	7.79681396484	1	0.286478	noncoding
ENST00000281772.14	988	0.38338	8.68597412109	1	1	coding
ENST00000418791.5	946	0.43754	8.40496826172	1	1	coding
ENST00000457374.5	706	0.45648	8.85870361328	1	1	coding
ENST00000452086.5	706	0.44702	8.85870361328	1	1	coding
ENST00000438563.5	92	0.42315	10.4081420898	1	0.315532	noncoding
ENST00000415553.1	92	0.48189	10.4081420898	1	0.642968	coding
ENST00000453904.2	364	0.35006	8.60223388672	1	0.999974	coding
ENST00000373960.4	471	0.48073	5.21282958984	1	1	coding
ENST00000477226.6	209	0.46866	5.12042236328	1	0.999686	coding
ENST00000492726.1	175	0.43812	5.03192138672	-1	0.184248	noncoding
ENST00000683013.1	267	0.45551	4.89910888672	1	0.999995	coding
ENST00000483395.1	47	0.47779	4.89068603516	1	0.0479114	noncoding
ENST00000402136.5	166	0.47772	6.43768310547	1	0.989062	coding
ENST00000407315.6	578	0.4695	9.38714599609	1	1	coding
ENST00000402545.5	193	0.4729	6.70367431641	1	0.997994	coding
ENST00000430555.5	66	0.28043	8.42266845703	1	0.0293984	noncoding
ENST00000415434.5	43	0.37399	8.80413818359	-1	0.0711818	noncoding
ENST00000457686.5	62	0.29511	8.42279052734	-1	0.147773	noncoding
ENST00000693709.1	104	0.38131	6.49420166016	1	0.353336	noncoding
ENST00000701629.1	96	0.30408	11.9334106445	1	0.0697141	noncoding
ENST00000429947.1	27	0.38085	7.97552490234	-1	0.039431	noncoding
ENST00000687670.1	56	0.32255	7.84771728516	1	0.0196168	noncoding
ENST00000690485.1	87	0.34376	6.05462646484	1	0.12966	noncoding
ENST00000439601.1	48	0.38626	5.98016357422	1	0.0234692	noncoding
ENST00000429456.1	69	0.29728	10.3334350586	1	0.041022	noncoding
ENST00000416204.1	36	0.3644	11.6990356445	1	0.0189543	noncoding
ENST00000426962.1	57	0.43288	10.7910766602	1	0.0905951	noncoding
ENST00000451070.1	31	0.32943	7.88043212891	1	0.00646822	noncoding
ENST00000567549.2	81	0.40626	6.22235107422	1	0.176685	noncoding
ENST00000383820.10	344	0.46817	10.2406616211	1	0.999999	coding
ENST00000466141.1	102	0.39746	10.2555541992	1	0.314826	noncoding
ENST00000472381.5	142	0.37097	10.4078979492	1	0.601325	coding
ENST00000433972.2	129	0.40704	10.7420043945	1	0.641303	coding
ENST00000460909.1	91	0.33305	11.2166137695	1	0.0926433	noncoding
ENST00000684493.1	421	0.3548	4.81231689453	1	1	coding
ENST00000673935.2	393	0.35108	5.02667236328	1	1	coding
ENST00000673737.2	241	0.30628	5.05194091797	1	0.998562	coding
ENST00000684181.1	427	0.32756	5.48077392578	1	1	coding
ENST00000467713.6	364	0.34656	5.20123291016	1	1	coding
ENST00000452070.6	421	0.3548	4.81231689453	1	1	coding
ENST00000683603.1	375	0.35784	4.99749755859	1	1	coding
ENST00000684659.1	87	0.30129	7.82769775391	1	0.0650707	noncoding
ENST00000465716.2	219	0.27599	5.97003173828	1	0.978222	coding
ENST00000491527.2	87	0.30194	7.82769775391	1	0.0652646	noncoding
ENST00000684629.1	102	0.41315	8.76849365234	1	0.371538	noncoding
ENST00000682200.1	206	0.35378	9.85174560547	1	0.939649	coding
ENST00000326434.9	423	0.3717	5.56024169922	1	1	coding
ENST00000682355.1	175	0.45141	5.21502685547	1	0.996623	coding
ENST00000683388.1	168	0.29143	11.7240600586	1	0.241177	noncoding
ENST00000404922.8	1232	0.42625	4.76654052734	1	1	coding
ENST00000295760.11	1185	0.43192	4.72869873047	1	1	coding
ENST00000695382.1	174	0.3363	8.98687744141	1	0.784208	coding
ENST00000496484.3	174	0.32919	8.98687744141	1	0.750465	coding
ENST00000420267.6	111	0.30725	9.74053955078	1	0.140013	noncoding
ENST00000695334.2	174	0.28063	8.98687744141	1	0.488542	noncoding
ENST00000695391.1	174	0.32686	8.98687744141	1	0.738795	coding
ENST00000449354.7	146	0.30725	9.65289306641	1	0.345943	noncoding
ENST00000474866.3	174	0.32421	8.98687744141	1	0.725195	coding
ENST00000698783.1	174	0.33966	8.98687744141	1	0.799099	coding
ENST00000253686.7	174	0.27739	8.98687744141	1	0.473266	noncoding
ENST00000695323.1	113	0.42568	10.3887329102	1	0.579362	coding
ENST00000444840.6	130	0.36693	10.8899536133	1	0.42459	noncoding
ENST00000695383.2	110	0.3567	6.16143798828	1	0.378628	noncoding
