Protein_ID,Localizations,Signals,Cytoplasm,Nucleus,Extracellular,Cell membrane,Mitochondrion,Plastid,Endoplasmic reticulum,Lysosome/Vacuole,Golgi apparatus,Peroxisome
ENST00000575162.2,Cytoplasm|Nucleus,,0.5024999976158142,0.5580000281333923,0.5008000135421753,0.14159999787807465,0.5475000143051147,0.0017999999690800905,0.1242000013589859,0.08749999850988388,0.18039999902248383,0.18389999866485596
ENST00000576263.5,Cytoplasm|Nucleus,Nuclear localization signal,0.4846000075340271,0.7541999816894531,0.10930000245571136,0.17249999940395355,0.15070000290870667,0.008899999782443047,0.0843999981880188,0.19089999794960022,0.13760000467300415,0.027699999511241913
ENST00000576416.5,Nucleus,Nuclear localization signal,0.4311000108718872,0.8601999878883362,0.13179999589920044,0.13300000131130219,0.04740000143647194,0.00279999990016222,0.027400000020861626,0.08649999648332596,0.0551999993622303,0.010499999858438969
ENST00000576431.5,Cytoplasm|Nucleus,Nuclear localization signal|Nuclear export signal,0.5733000040054321,0.6291000247001648,0.12330000102519989,0.2948000133037567,0.23890000581741333,0.0017000000225380063,0.12200000137090683,0.18369999527931213,0.25600001215934753,0.01140000019222498
ENST00000576570.5,Cytoplasm|Mitochondrion,Peroxisomal targeting signal,0.5131999850273132,0.47450000047683716,0.46459999680519104,0.052400000393390656,0.6780999898910522,0.032499998807907104,0.04690000042319298,0.09459999948740005,0.16040000319480896,0.193900004029274
ENST00000576863.1,Cytoplasm|Nucleus,,0.5033000111579895,0.6960999965667725,0.314300000667572,0.10660000145435333,0.07410000264644623,0.0007999999797903001,0.03680000081658363,0.16619999706745148,0.0885000005364418,0.009499999694526196
ENST00000576988.1,Cytoplasm|Nucleus,,0.4884999990463257,0.7700999975204468,0.08309999853372574,0.07349999994039536,0.07739999890327454,0.002199999988079071,0.0925000011920929,0.1477999985218048,0.04639999940991402,0.1890999972820282
ENST00000577035.5,Nucleus,,0.4327999949455261,0.6841999888420105,0.12630000710487366,0.1200999990105629,0.4943999946117401,0.0027000000700354576,0.24950000643730164,0.07680000364780426,0.09769999980926514,0.07180000096559525
ENST00000577339.5,Cytoplasm,,0.5734000205993652,0.4431000053882599,0.08709999918937683,0.07989999651908875,0.12880000472068787,0.020899999886751175,0.11230000108480453,0.1378999948501587,0.16140000522136688,0.13619999587535858
ENST00000577495.5,Cytoplasm,,0.5471000075340271,0.30149999260902405,0.5733000040054321,0.14429999887943268,0.49380001425743103,0.019899999722838402,0.014100000262260437,0.06270000338554382,0.11919999867677689,0.056299999356269836
ENST00000577511.1,Cell membrane,Signal peptide|Transmembrane domain,0.26809999346733093,0.07660000026226044,0.249099999666214,0.8837000131607056,0.015799999237060547,0.004600000102072954,0.13249999284744263,0.3416999876499176,0.31619998812675476,0.41350001096725464
ENST00000578328.6,Cytoplasm|Nucleus,Nuclear export signal,0.7346000075340271,0.5102999806404114,0.04280000180006027,0.23360000550746918,0.13670000433921814,0.026900000870227814,0.1670999974012375,0.4648999869823456,0.21230000257492065,0.03790000081062317
ENST00000578590.1,Cytoplasm,Nuclear localization signal,0.883400022983551,0.19210000336170197,0.15760000050067902,0.3122999966144562,0.3382999897003174,0.1518000066280365,0.10050000250339508,0.07720000296831131,0.10869999974966049,0.2547999918460846
ENST00000579590.5,Cytoplasm,Mitochondrial transit peptide,0.7200999855995178,0.4528000056743622,0.13740000128746033,0.0414000004529953,0.4912000000476837,0.0017000000225380063,0.16369999945163727,0.08009999990463257,0.25780001282691956,0.00930000003427267
ENST00000579827.6,Cytoplasm,Nuclear export signal,0.7480999827384949,0.45579999685287476,0.06400000303983688,0.18770000338554382,0.1348000019788742,0.026399999856948853,0.10859999805688858,0.26089999079704285,0.21870000660419464,0.07020000368356705
ENST00000580212.6,Cytoplasm,Nuclear export signal,0.6291000247001648,0.3328000009059906,0.0885000005364418,0.3637999892234802,0.09830000251531601,0.006099999882280827,0.2184000015258789,0.3635999858379364,0.3328999876976013,0.059700001031160355
ENST00000580434.5,Cytoplasm|Nucleus,Nuclear export signal,0.6229000091552734,0.7689999938011169,0.15680000185966492,0.2572999894618988,0.05979999899864197,0.06300000101327896,0.14589999616146088,0.5479999780654907,0.21979999542236328,0.14010000228881836
ENST00000580445.5,Endoplasmic reticulum,Signal peptide|Transmembrane domain,0.19679999351501465,0.25209999084472656,0.18400000035762787,0.08789999783039093,0.20600000023841858,0.015799999237060547,0.7584999799728394,0.08959999680519104,0.39500001072883606,0.01600000075995922
ENST00000581202.5,Cytoplasm,Nuclear localization signal,0.7710999846458435,0.4805000126361847,0.028999999165534973,0.04650000110268593,0.5687999725341797,0.00419999985024333,0.1306000053882599,0.013000000268220901,0.05609999969601631,0.03530000150203705
ENST00000581977.7,Cytoplasm|Nucleus,Nuclear export signal,0.7443000078201294,0.5260000228881836,0.04450000077486038,0.219200000166893,0.1492999941110611,0.02419999986886978,0.2354000061750412,0.4555000066757202,0.2151000052690506,0.047600001096725464
ENST00000582585.1,Nucleus,,0.3763999938964844,0.4551999866962433,0.39320001006126404,0.05889999866485596,0.249099999666214,0.03739999979734421,0.24480000138282776,0.03519999980926514,0.07900000363588333,0.051500000059604645
ENST00000582593.1,Cytoplasm|Extracellular,,0.4961000084877014,0.4650000035762787,0.7215999960899353,0.09539999812841415,0.590399980545044,0.02280000038444996,0.24040000140666962,0.042899999767541885,0.10849999636411667,0.07760000228881836
ENST00000582907.5,Cytoplasm,,0.6162999868392944,0.4011000096797943,0.043800000101327896,0.10970000177621841,0.5054000020027161,0.00559999980032444,0.049800001084804535,0.037700001150369644,0.040699999779462814,0.07109999656677246
ENST00000584086.5,Cytoplasm,Nuclear localization signal,0.9021000266075134,0.28360000252723694,0.1525000035762787,0.21410000324249268,0.35100001096725464,0.09149999916553497,0.09229999780654907,0.041200000792741776,0.06499999761581421,0.2732999920845032
ENST00000584411.5,Cytoplasm,,0.5924000144004822,0.5012999773025513,0.2734000086784363,0.04699999839067459,0.2806999981403351,0.014700000174343586,0.18719999492168427,0.05079999938607216,0.19040000438690186,0.12700000405311584
ENST00000584602.1,Cytoplasm,,0.5163000226020813,0.36390000581741333,0.051500000059604645,0.07919999957084656,0.12710000574588776,0.052799999713897705,0.14659999310970306,0.558899998664856,0.22269999980926514,0.6718999743461609
ENST00000584797.5,Endoplasmic reticulum,Signal peptide|Transmembrane domain,0.337799996137619,0.2264000028371811,0.06560000032186508,0.22990000247955322,0.15889999270439148,0.0035000001080334187,0.8464000225067139,0.16259999573230743,0.26089999079704285,0.007000000216066837
ENST00000585034.5,Endoplasmic reticulum,Signal peptide|Transmembrane domain,0.25679999589920044,0.18219999969005585,0.043299999088048935,0.23190000653266907,0.14079999923706055,0.007499999832361937,0.8567000031471252,0.1145000010728836,0.2653999924659729,0.004100000020116568
ENST00000585436.5,Cytoplasm,Peroxisomal targeting signal,0.5957000255584717,0.45010000467300415,0.11670000106096268,0.06210000067949295,0.31790000200271606,0.01590000092983246,0.21459999680519104,0.1550000011920929,0.25380000472068787,0.2531000077724457
ENST00000585811.1,Cytoplasm,,0.7222999930381775,0.3025999963283539,0.11230000108480453,0.07609999924898148,0.49149999022483826,0.004000000189989805,0.3564000129699707,0.17579999566078186,0.18080000579357147,0.042899999767541885
ENST00000585909.1,Mitochondrion,,0.46799999475479126,0.24719999730587006,0.5347999930381775,0.20469999313354492,0.5498999953269958,0.05180000141263008,0.241799995303154,0.21140000224113464,0.22370000183582306,0.30000001192092896
ENST00000586157.2,Cytoplasm|Nucleus,Nuclear localization signal,0.7307000160217285,0.5795999765396118,0.08259999752044678,0.08609999716281891,0.07660000026226044,0.005200000014156103,0.1103999987244606,0.1500999927520752,0.18979999423027039,0.002099999925121665
ENST00000586366.5,Cell membrane|Endoplasmic reticulum|Lysosome/Vacuole,Transmembrane domain,0.11949999630451202,0.18080000579357147,0.039500001817941666,0.801800012588501,0.11969999969005585,0.008799999952316284,0.609000027179718,0.5990999937057495,0.6115000247955322,0.013399999588727951
ENST00000586672.5,Cell membrane,Transmembrane domain,0.125,0.14640000462532043,0.05810000002384186,0.8234999775886536,0.1354999989271164,0.005900000222027302,0.5931000113487244,0.5623999834060669,0.5788999795913696,0.01810000091791153
ENST00000586722.5,Cell membrane,Transmembrane domain,0.14489999413490295,0.17170000076293945,0.04820000007748604,0.8445000052452087,0.12680000066757202,0.012299999594688416,0.49790000915527344,0.5424000024795532,0.6450999975204468,0.012799999676644802
ENST00000586792.5,Mitochondrion,,0.4359000027179718,0.45879998803138733,0.4611000120639801,0.04800000041723251,0.7577999830245972,0.009200000204145908,0.022700000554323196,0.032600000500679016,0.04490000009536743,0.027400000020861626
ENST00000586836.5,Cytoplasm,Nuclear localization signal,0.7243000268936157,0.22789999842643738,0.022299999371170998,0.44940000772476196,0.10320000350475311,0.006000000052154064,0.062199998646974564,0.16680000722408295,0.19930000603199005,0.000699999975040555
ENST00000586916.6,Endoplasmic reticulum,Transmembrane domain,0.1143999993801117,0.2296999990940094,0.03139999881386757,0.13220000267028809,0.4553000032901764,0.05429999902844429,0.8173999786376953,0.1720000058412552,0.2257000058889389,0.08529999852180481
ENST00000587077.6,Cell membrane|Lysosome/Vacuole,Signal peptide|Transmembrane domain,0.21060000360012054,0.12219999730587006,0.3255999982357025,0.6115000247955322,0.03400000184774399,0.013500000350177288,0.48019999265670776,0.6442999839782715,0.4867999851703644,0.051899999380111694
ENST00000587133.1,Cytoplasm|Nucleus,Nuclear export signal,0.5097000002861023,0.5288000106811523,0.10589999705553055,0.07970000058412552,0.2937999963760376,0.0210999995470047,0.31049999594688416,0.3156000077724457,0.3353999853134155,0.1023000031709671
ENST00000587161.5,Nucleus,,0.3853999972343445,0.6899999976158142,0.5458999872207642,0.08299999684095383,0.22789999842643738,0.050700001418590546,0.0551999993622303,0.019899999722838402,0.03750000149011612,0.03500000014901161
ENST00000587262.1,Cytoplasm,Nuclear export signal,0.6118999719619751,0.47859999537467957,0.09449999779462814,0.10329999774694443,0.24199999868869781,0.042100001126527786,0.2815999984741211,0.5127999782562256,0.4032000005245209,0.04410000145435333
ENST00000587515.5,Cytoplasm|Nucleus,Nuclear localization signal|Nuclear export signal,0.5378999710083008,0.6570000052452087,0.07829999923706055,0.16779999434947968,0.10849999636411667,0.007499999832361937,0.09049999713897705,0.09740000218153,0.13330000638961792,0.042500000447034836
ENST00000587805.1,Cytoplasm|Golgi apparatus,Nuclear export signal|Peroxisomal targeting signal,0.6638000011444092,0.2614000141620636,0.0934000015258789,0.2037000060081482,0.1696999967098236,0.014700000174343586,0.43529999256134033,0.5052000284194946,0.6836000084877014,0.5023999810218811
ENST00000588146.1,Nucleus,,0.3050999939441681,0.720300018787384,0.3837999999523163,0.12229999899864197,0.014399999752640724,0.04019999876618385,0.024399999529123306,0.043699998408555984,0.04019999876618385,0.00570000009611249
ENST00000588176.5,Peroxisome,,0.43950000405311584,0.2980000078678131,0.0421999990940094,0.2815000116825104,0.05829999968409538,0.07699999958276749,0.10660000145435333,0.07769999653100967,0.05550000071525574,0.44620001316070557
ENST00000588600.1,Nucleus,,0.4699000120162964,0.5723000168800354,0.2736000120639801,0.13750000298023224,0.5436999797821045,0.016100000590085983,0.09679999947547913,0.023900000378489494,0.03420000150799751,0.009399999864399433
ENST00000588649.7,Mitochondrion,Mitochondrial transit peptide,0.17949999868869781,0.19300000369548798,0.00989999994635582,0.07079999893903732,0.9476000070571899,0.007199999876320362,0.05999999865889549,0.05480000004172325,0.04500000178813934,0.01899999938905239
ENST00000588759.1,Cytoplasm|Nucleus,,0.492000013589859,0.661899983882904,0.06379999965429306,0.16380000114440918,0.09600000083446503,0.0066999997943639755,0.120899997651577,0.11010000109672546,0.17839999496936798,0.032600000500679016
ENST00000588934.5,Cytoplasm,,0.6274999976158142,0.388700008392334,0.09109999984502792,0.047600001096725464,0.3140999972820282,0.002899999963119626,0.21529999375343323,0.3179999887943268,0.47920000553131104,0.06719999760389328
ENST00000589117.5,Nucleus,Nuclear localization signal,0.32580000162124634,0.7142000198364258,0.056299999356269836,0.13429999351501465,0.016499999910593033,0.057100001722574234,0.07000000029802322,0.07329999655485153,0.05460000038146973,0.005400000140070915
ENST00000589165.5,Nucleus,Nuclear export signal,0.4140999913215637,0.8113999962806702,0.04010000079870224,0.04859999939799309,0.2029999941587448,0.0210999995470047,0.05609999969601631,0.1005999967455864,0.09510000050067902,0.01720000058412552
ENST00000589326.5,Cytoplasm,Nuclear export signal,0.7610999941825867,0.3034000098705292,0.08320000022649765,0.29120001196861267,0.21699999272823334,0.03689999878406525,0.30469998717308044,0.3537999987602234,0.35580000281333923,0.03840000182390213
ENST00000589381.5,Cytoplasm|Nucleus,Nuclear localization signal,0.5235999822616577,0.7835000157356262,0.03449999913573265,0.05400000140070915,0.31369999051094055,0.007600000128149986,0.1006999984383583,0.07270000129938126,0.03959999978542328,0.003700000001117587
ENST00000590370.5,Endoplasmic reticulum,Signal peptide|Transmembrane domain,0.12759999930858612,0.16680000722408295,0.04410000145435333,0.15690000355243683,0.3734999895095825,0.05380000174045563,0.6917999982833862,0.11349999904632568,0.1754000037908554,0.12039999663829803
ENST00000590477.5,Endoplasmic reticulum,,0.4255000054836273,0.3993000090122223,0.0430000014603138,0.26030001044273376,0.33399999141693115,0.013000000268220901,0.4699999988079071,0.11420000344514847,0.2872999906539917,0.026399999856948853
ENST00000590588.5,Nucleus,Nuclear localization signal,0.36579999327659607,0.7279000282287598,0.13259999454021454,0.11029999703168869,0.05460000038146973,0.012799999676644802,0.039900001138448715,0.12070000171661377,0.06120000034570694,0.01979999989271164
ENST00000590893.5,Cytoplasm|Nucleus,,0.5916000008583069,0.6281999945640564,0.21140000224113464,0.13689999282360077,0.28949999809265137,0.015599999576807022,0.16179999709129333,0.03790000081062317,0.10019999742507935,0.012000000104308128
ENST00000590958.5,Cytoplasm,,0.7469000220298767,0.3312000036239624,0.09989999979734421,0.13689999282360077,0.4009000062942505,0.01080000028014183,0.26019999384880066,0.18559999763965607,0.3495999872684479,0.2809999883174896
ENST00000591179.5,Cytoplasm,Nuclear localization signal,0.7211999893188477,0.23389999568462372,0.02370000071823597,0.4334999918937683,0.08649999648332596,0.004600000102072954,0.07419999688863754,0.13979999721050262,0.19220000505447388,0.0013000000035390258
ENST00000591409.5,Cytoplasm|Nucleus,,0.49889999628067017,0.6003999710083008,0.07029999792575836,0.023900000378489494,0.1225999966263771,0.00860000029206276,0.3174000084400177,0.3749000132083893,0.38199999928474426,0.02199999988079071
ENST00000591585.1,Cytoplasm|Nucleus,Nuclear localization signal,0.5582000017166138,0.6941999793052673,0.21549999713897705,0.14880000054836273,0.1923000067472458,0.0017000000225380063,0.09560000151395798,0.17710000276565552,0.24500000476837158,0.01640000008046627
ENST00000591625.5,Cytoplasm,,0.6227999925613403,0.46160000562667847,0.36039999127388,0.06759999692440033,0.5781999826431274,0.0012000000569969416,0.05469999834895134,0.08330000191926956,0.14190000295639038,0.06769999861717224
ENST00000591710.5,Nucleus,Nuclear localization signal,0.32710000872612,0.7056999802589417,0.2199999988079071,0.15060000121593475,0.03660000115633011,0.01209999993443489,0.055799998342990875,0.06679999828338623,0.054099999368190765,0.005499999970197678
ENST00000591779.5,Cytoplasm|Nucleus,Nuclear localization signal|Nuclear export signal,0.754800021648407,0.5455999970436096,0.047200001776218414,0.21220000088214874,0.2556000053882599,0.05090000107884407,0.2766000032424927,0.1656000018119812,0.14480000734329224,0.03480000048875809
ENST00000591811.1,Cytoplasm,,0.5662999749183655,0.4465000033378601,0.22779999673366547,0.16120000183582306,0.31679999828338623,0.03530000150203705,0.04830000177025795,0.00989999994635582,0.025200000032782555,0.044599998742341995
ENST00000591844.5,Nucleus,,0.3635999858379364,0.7610999941825867,0.1729000061750412,0.07989999651908875,0.10490000247955322,0.008200000040233135,0.1071000024676323,0.1662999987602234,0.1965000033378601,0.014999999664723873
ENST00000592033.5,Cytoplasm,,0.5662999749183655,0.4465000033378601,0.22779999673366547,0.16120000183582306,0.31679999828338623,0.03530000150203705,0.04830000177025795,0.00989999994635582,0.025200000032782555,0.044599998742341995
ENST00000592083.5,Nucleus,,0.3950999975204468,0.8016999959945679,0.03709999844431877,0.04839999973773956,0.21240000426769257,0.027699999511241913,0.041999999433755875,0.07349999994039536,0.10700000077486038,0.015799999237060547
ENST00000592160.5,Nucleus,,0.3012999892234802,0.635200023651123,0.09799999743700027,0.1738000065088272,0.05860000103712082,0.013700000010430813,0.03849999979138374,0.0949999988079071,0.06629999727010727,0.03500000014901161
ENST00000592490.5,Mitochondrion,,0.46810001134872437,0.4577000141143799,0.2800999879837036,0.03970000147819519,0.5569000244140625,0.010700000450015068,0.09449999779462814,0.03909999877214432,0.15729999542236328,0.13079999387264252
ENST00000592789.5,Extracellular,Signal peptide,0.1039000004529953,0.042500000447034836,0.8669000267982483,0.2662999927997589,0.04520000144839287,0.0005000000237487257,0.5338000059127808,0.24230000376701355,0.4115000069141388,0.0008999999845400453
ENST00000592863.2,Nucleus,,0.3853999972343445,0.5005999803543091,0.35190001130104065,0.061000000685453415,0.2906000018119812,0.019500000402331352,0.06499999761581421,0.016599999740719795,0.0478999987244606,0.0471000000834465
ENST00000593500.1,Nucleus,Nuclear localization signal,0.22499999403953552,0.9388999938964844,0.04899999871850014,0.11729999631643295,0.11710000038146973,0.0035000001080334187,0.024399999529123306,0.04149999842047691,0.04879999905824661,0.00139999995008111
ENST00000594064.5,Nucleus,Nuclear localization signal,0.4115000069141388,0.7736999988555908,0.07859999686479568,0.14480000734329224,0.21089999377727509,0.0034000000450760126,0.08380000293254852,0.1485999971628189,0.14319999516010284,0.013799999840557575
ENST00000594180.1,Nucleus|Mitochondrion,,0.3788999915122986,0.5024999976158142,0.2583000063896179,0.039400000125169754,0.7141000032424927,0.016699999570846558,0.09470000118017197,0.03240000084042549,0.039500001817941666,0.011300000362098217
ENST00000594384.5,Nucleus,Nuclear localization signal,0.2930000126361847,0.7092999815940857,0.305400013923645,0.17020000517368317,0.07720000296831131,0.0012000000569969416,0.06069999933242798,0.15209999680519104,0.11209999769926071,0.007199999876320362
ENST00000594658.5,Cytoplasm|Nucleus,Nuclear localization signal|Nuclear export signal,0.642300009727478,0.7046999931335449,0.02930000051856041,0.21580000221729279,0.05480000004172325,0.006300000008195639,0.06620000302791595,0.11020000278949738,0.07479999959468842,0.00930000003427267
ENST00000594991.5,Cell membrane,Transmembrane domain,0.20679999887943268,0.06800000369548798,0.05820000171661377,0.8913000226020813,0.3578000068664551,0.010700000450015068,0.2085999995470047,0.3939000070095062,0.11100000143051147,0.05270000174641609
ENST00000594999.1,Mitochondrion,Mitochondrial transit peptide,0.10199999809265137,0.10719999670982361,0.06970000267028809,0.02160000056028366,0.8942999839782715,0.0038999998942017555,0.06019999831914902,0.014299999922513962,0.02979999966919422,0.04089999943971634
ENST00000595068.5,Nucleus,Nuclear localization signal|Nuclear export signal,0.38449999690055847,0.8177000284194946,0.04170000180602074,0.15209999680519104,0.11259999871253967,0.0027000000700354576,0.06889999657869339,0.1656000018119812,0.11500000208616257,0.0032999999821186066
ENST00000595142.5,Cytoplasm,,0.5558000206947327,0.3921999931335449,0.24070000648498535,0.0714000016450882,0.446399986743927,0.08799999952316284,0.15950000286102295,0.05950000137090683,0.08219999819993973,0.2542000114917755
ENST00000595213.1,Cytoplasm,Peroxisomal targeting signal,0.5041999816894531,0.3479999899864197,0.4171000123023987,0.04399999976158142,0.4415999948978424,0.0478999987244606,0.06989999860525131,0.03539999946951866,0.08169999718666077,0.262800008058548
ENST00000595444.1,Mitochondrion,Mitochondrial transit peptide,0.18770000338554382,0.11819999665021896,0.1281999945640564,0.04490000009536743,0.822700023651123,0.006500000134110451,0.08879999816417694,0.014299999922513962,0.06830000132322311,0.0551999993622303
ENST00000595763.1,Cytoplasm,,0.5181000232696533,0.44020000100135803,0.23029999434947968,0.060100000351667404,0.4952000081539154,0.006399999838322401,0.13660000264644623,0.05510000139474869,0.07590000331401825,0.0019000000320374966
ENST00000595962.6,Nucleus,Nuclear localization signal,0.3578000068664551,0.6948000192642212,0.0771000012755394,0.2378000020980835,0.03500000014901161,0.016699999570846558,0.11330000311136246,0.1437000036239624,0.09260000288486481,0.001500000013038516
ENST00000595981.5,Nucleus,Nuclear localization signal|Nuclear export signal,0.3562000095844269,0.7376000285148621,0.10760000348091125,0.22540000081062317,0.04830000177025795,0.006800000090152025,0.053700000047683716,0.1340000033378601,0.13099999725818634,0.016200000420212746
ENST00000596297.1,Cytoplasm|Nucleus,Nuclear export signal,0.48980000615119934,0.7700999975204468,0.10779999941587448,0.07779999822378159,0.19689999520778656,0.0019000000320374966,0.14910000562667847,0.08030000329017639,0.2590000033378601,0.07410000264644623
ENST00000596677.5,Nucleus,Nuclear localization signal,0.2653000056743622,0.7664999961853027,0.21320000290870667,0.15549999475479126,0.07840000092983246,0.0010000000474974513,0.06930000334978104,0.16220000386238098,0.10580000281333923,0.007699999958276749
ENST00000596929.5,Nucleus,Nuclear localization signal,0.4544000029563904,0.866599977016449,0.11309999972581863,0.031099999323487282,0.0430000014603138,0.006899999920278788,0.016699999570846558,0.03370000049471855,0.038100000470876694,0.007199999876320362
ENST00000597240.5,Nucleus,Nuclear localization signal,0.38019999861717224,0.7519999742507935,0.09080000221729279,0.16050000488758087,0.04809999838471413,0.004100000020116568,0.05130000039935112,0.11299999803304672,0.10360000282526016,0.013100000098347664
ENST00000598016.5,Cytoplasm|Nucleus,Nuclear localization signal,0.565500020980835,0.5708000063896179,0.20649999380111694,0.1225999966263771,0.07940000295639038,0.010999999940395355,0.12330000102519989,0.10559999942779541,0.19210000336170197,0.002099999925121665
ENST00000599227.5,Nucleus,Nuclear localization signal,0.2930000126361847,0.7092999815940857,0.305400013923645,0.17020000517368317,0.07720000296831131,0.0012000000569969416,0.06069999933242798,0.15209999680519104,0.11209999769926071,0.007199999876320362
ENST00000599385.5,Nucleus,Nuclear localization signal,0.22499999403953552,0.9388999938964844,0.04899999871850014,0.11729999631643295,0.11710000038146973,0.0035000001080334187,0.024399999529123306,0.04149999842047691,0.04879999905824661,0.00139999995008111
ENST00000599389.1,Cell membrane,Signal peptide,0.25040000677108765,0.06729999929666519,0.4221999943256378,0.8646000027656555,0.038600001484155655,0.0019000000320374966,0.2003999948501587,0.25279998779296875,0.25459998846054077,0.039000000804662704
ENST00000600044.5,Nucleus,Nuclear localization signal,0.30889999866485596,0.7202000021934509,0.052799999713897705,0.19910000264644623,0.04430000111460686,0.024299999698996544,0.10429999977350235,0.14830000698566437,0.06270000338554382,0.006500000134110451
ENST00000601724.5,Cytoplasm|Nucleus,,0.5562999844551086,0.6557999849319458,0.20669999718666077,0.11819999665021896,0.3587000072002411,0.10459999740123749,0.1193000003695488,0.025299999862909317,0.041200000792741776,0.1462000012397766
ENST00000601916.1,Cytoplasm|Nucleus,Nuclear export signal,0.6201000213623047,0.6970000267028809,0.03180000185966492,0.2214999943971634,0.06310000270605087,0.006200000178068876,0.08290000259876251,0.14579999446868896,0.08649999648332596,0.010400000028312206
