# <seq id> <alignment start> <alignment end> <envelope start> <envelope end> <hmm acc> <hmm name> <type> <hmm start> <hmm end> <hmm length> <bit score> <E-value> <significance> <clan> <predicted_active_site_residues>

ENST00000006777.11     58    202     57    203 PF01694.29  Rhomboid          Domain     2   142   143     91.3     1e-25   1 CL0207   
ENST00000217961.5     432    567    432    567 PF14707.12  Sulfatase_C       Domain     1   127   127    150.6   5.1e-44   1 CL0088   
ENST00000219097.7       7     93      6     94 PF05460.19  ORC6              Family     2    88    89     82.2   4.3e-23   1 CL0065   
ENST00000219097.7      96    182     96    182 PF21913.2   ORC6_2nd          Domain     1    87    87    114.6   3.8e-33   1 CL0065   
ENST00000219481.10     38    270     35    271 PF13561.13  adh_short_C2      Domain     6   234   236    174.9   3.2e-51   1 CL0063   
ENST00000220584.9      48    319     47    320 PF00494.25  SQS_PSY           Domain     2   261   262    171.1   5.8e-50   1 CL0613   
ENST00000222122.10    254    307    254    307 PF07716.21  bZIP_2           Coiled-coil     1    54    54     60.7   1.7e-16   1 CL0018   
ENST00000222305.8     236    291    236    291 PF00010.32  HLH               Domain     1    53    53     53.3     3e-14   1 CL0827   
ENST00000222803.10     38    132     38    132 PF00254.35  FKBP_C            Domain     1    94    94    102.6   1.8e-29   1 CL0487   
ENST00000223061.6      37    146     37    146 PF00431.27  CUB               Domain     1   110   110     98.5   4.3e-28   1 CL0164   
ENST00000223061.6     159    270    159    270 PF00431.27  CUB               Domain     1   110   110    101.0   7.3e-29   1 CL0164   
ENST00000223061.6     331    433    330    434 PF01759.28  NTR               Domain     2   105   106     50.5   2.4e-13   1 CL0353   
ENST00000223190.8      75    282     75    283 PF10491.15  Nrf1_DNA-bind     Family     1   212   213    394.1  2.5e-118   1 No_clan  
ENST00000223210.5      10     37     10     38 PF01352.33  KRAB              Family     1    28    42     31.4   1.8e-07   1 No_clan  
ENST00000223210.5     332    373    332    373 PF01352.33  KRAB              Family     1    42    42     74.7   5.2e-21   1 No_clan  
ENST00000223210.5     596    714    553    715 PF27073.1   FAM200-ZBED5_RNase-like  Domain    55   173   174     33.0   7.3e-08   1 CL0219   
ENST00000223795.3     113    230    113    230 PF00229.25  TNF               Domain     1   127   127     95.6   3.5e-27   1 CL0100   
ENST00000225609.10     44    166     44    168 PF02585.23  PIG-L             Family     1   127   129     78.1   1.3e-21   1 No_clan  
ENST00000225916.10     86    336     86    336 PF06466.17  PCAF_N            Domain     1   251   251    395.5  1.7e-118   1 No_clan  
ENST00000225916.10    535    627    518    627 PF00583.32  Acetyltransf_1    Family    20   116   116     51.4   1.9e-13   1 CL0257   predicted_active_site
ENST00000225916.10    738    818    737    820 PF00439.31  Bromodomain       Domain     2    82    84     79.6   2.2e-22   1 No_clan  
ENST00000226105.11      8    145      7    145 PF04603.19  Mog1              Domain     2   138   138    137.7   5.3e-40   1 CL0619   
ENST00000226253.9      15    364     15    364 PF00274.26  Glycolytic        Domain     1   349   349    608.6  4.2e-183   1 CL0036   predicted_active_site
ENST00000227135.7      14     51     14     51 PF02197.23  RIIa              Domain     1    38    38     58.1   8.1e-16   1 CL0068   
ENST00000227135.7     117    133    115    135 PF00612.34  IQ                 Motif     3    19    21     23.5   4.9e-05   1 CL0220   
ENST00000227349.7     656    774    656    775 PF15261.12  JHY               Family     1   123   124    151.6   2.3e-44   1 No_clan  
ENST00000228705.7     240    316    221    321 PF00481.27  PP2C              Family    71   152   255     46.3     7e-12   1 CL0238   
ENST00000228705.7     379    474    366    480 PF00481.27  PP2C              Family   161   242   255     46.1   8.1e-12   1 CL0238   
ENST00000231004.5     213    412    213    412 PF01186.23  Lysyl_oxidase     Family     1   204   204    311.2   4.6e-93   1 No_clan  
ENST00000231198.12     35    164     35    164 PF04446.18  Thg1              Domain     1   130   130    183.4   2.5e-54   1 No_clan  
ENST00000231198.12    167    283    167    283 PF14413.12  Thg1C             Domain     1   116   116    159.3   6.4e-47   1 No_clan  
ENST00000231751.9      25    352     25    352 PF00405.23  Transferrin       Domain     1   328   328    598.2  6.3e-180   1 CL0177   predicted_active_site
ENST00000231751.9     364    695    364    695 PF00405.23  Transferrin       Domain     1   328   328    279.9   4.4e-83   1 CL0177   
ENST00000232458.9      63    141     63    141 PF21243.4   ECT2_BRCT0        Domain     1    79    79    141.6   9.2e-42   1 CL0459   
ENST00000232458.9     148    211    148    211 PF12738.14  PTCB-BRCT         Domain     1    63    63     69.5   2.9e-19   1 CL0459   
ENST00000232458.9     236    310    235    310 PF00533.34  BRCT              Domain     2    78    78     46.2   6.5e-12   1 CL0459   
ENST00000232458.9     425    608    425    608 PF00621.26  RhoGEF            Domain     1   180   180    158.5   3.2e-46   1 CL0852   
ENST00000232458.9     636    761    636    761 PF21242.4   ECT2_PH           Domain     1   126   126    156.3   6.6e-46   1 CL0266   
ENST00000232974.11      5    111      4    113 PF00651.38  BTB               Domain     2   108   110     80.7   1.3e-22   1 CL0033   
ENST00000232974.11    436    459    436    459 PF00096.33  zf-C2H2           Domain     1    23    23     21.2   0.00048   1 CL0361   
ENST00000232974.11    548    570    548    570 PF00096.33  zf-C2H2           Domain     1    23    23     20.9   0.00058   1 CL0361   
ENST00000232974.11    576    598    576    598 PF00096.33  zf-C2H2           Domain     1    23    23     19.2     0.002   1 CL0361   
ENST00000232974.11    604    626    604    626 PF00096.33  zf-C2H2           Domain     1    23    23     16.3     0.017   1 CL0361   
ENST00000232974.11    632    654    632    654 PF00096.33  zf-C2H2           Domain     1    23    23     27.9   3.3e-06   1 CL0361   
ENST00000234256.4      44    476     44    477 PF00375.24  SDF               Family     1   387   388    361.7  7.7e-108   1 No_clan  
ENST00000235310.7      20    103     16    134 PF02301.24  HORMA             Domain     6    96   211     37.1   3.6e-09   1 CL0651   
ENST00000238892.4      12     99     11    100 PF10235.15  Cript             Family     2    89    90    129.9   7.1e-38   1 No_clan  
ENST00000238936.8      23    201     18    227 PF13347.13  MFS_2             Family    10   180   427     33.5   2.6e-08   1 CL0015   
ENST00000238936.8     247    489    243    493 PF13347.13  MFS_2             Family   207   423   427     38.5   8.3e-10   1 CL0015   
ENST00000242591.10      3    126      3    126 PF18383.7   IFT81_CH          Domain     1   124   124    182.3   6.2e-54   1 CL0188   
ENST00000242729.7      55    210     55    210 PF04103.22  CD20              Family     1   157   157     95.1     7e-27   1 CL0347   
ENST00000243050.5     266    334    265    334 PF00105.25  zf-C4             Domain     2    70    70    106.6   1.1e-30   1 CL0839   
ENST00000243050.5     402    578    395    579 PF00104.36  Hormone_recep     Domain    12   212   213    103.8   1.4e-29   1 No_clan  
ENST00000244020.5       4     64      4     66 PF00076.29  RRM_1             Domain     1    68    70     61.5   8.7e-17   1 CL0221   
ENST00000244020.5     112    177    112    177 PF00076.29  RRM_1             Domain     1    70    70     51.1   1.5e-13   1 CL0221   
ENST00000245451.9      52    275     44    275 PF00688.25  TGFb_propeptide   Family    15   242   242    170.9   5.8e-50   1 CL0055   
ENST00000245451.9     307    407    307    407 PF00019.26  TGF_beta          Domain     1   104   104    125.2   2.7e-36   1 CL0079   
ENST00000245663.9      21    127     21    129 PF00651.38  BTB               Domain     1   108   110     93.5   1.5e-26   1 CL0033   
ENST00000245663.9     433    457    432    457 PF13465.13  zf-H2C2_2         Domain     2    26    26     41.0   2.2e-10   1 CL0361   
ENST00000246174.6     307    527    307    527 PF04826.20  Arm_2             Repeat     1   221   221    327.9   4.5e-98   1 CL0020   
ENST00000247138.11     32    339     31    339 PF04142.22  Nuc_sug_transp    Family     2   315   315    452.0  1.7e-135   1 CL0184   
ENST00000248342.9      62    200     61    200 PF10075.16  CSN8_PSD8_EIF3K   Family     3   144   144    126.3   1.4e-36   1 CL0123   
ENST00000250173.5       5    161      1    171 PF14580.13  LRR_9             Repeat     5   161   175     50.4   3.1e-13   1 CL0022   
ENST00000250173.5     261    377    261    377 PF23602.2   CS_DNAAF11_C      Domain     1   120   120    174.5   1.2e-51   1 CL0190   
ENST00000251993.11     35    266     33    266 PF09741.15  DUF2045           Family     3   231   231    323.9   8.3e-97   1 No_clan  
ENST00000252602.2      50     92     49     92 PF00468.23  Ribosomal_L34     Family     2    44    44     63.2   2.6e-17   1 No_clan  
ENST00000252674.9      28    107     27    108 PF03366.23  YEATS             Domain     2    79    80     93.6   8.5e-27   1 CL0154   
ENST00000252674.9     495    555    495    555 PF17793.7   AHD               Domain     1    61    61     92.6   1.7e-26   1 CL0665   
ENST00000253686.7      44     94     44     95 PF05047.23  L51_S25_CI-B8     Domain     1    51    52     52.1   8.1e-14   1 CL0172   
ENST00000254722.9      57    415     56    415 PF00079.26  Serpin            Domain     2   370   370    279.8   5.9e-83   1 No_clan  
ENST00000255189.8      52    414     51    414 PF01266.31  DAO               Domain     2   355   355    236.3   1.2e-69   1 CL0063   
ENST00000255189.8     417    470    417    471 PF16350.11  FAO_M             Family     1    55    56     44.8   1.7e-11   1 No_clan  
ENST00000255189.8     480    750    474    750 PF01571.27  GCV_T             Domain     8   264   264    265.4   6.6e-79   1 CL0289   
ENST00000255189.8     770    848    770    848 PF08669.18  GCV_T_C           Domain     1    79    80     76.7   1.6e-21   1 CL0740   
ENST00000255380.8      85    544     85    544 PF00001.27  7tm_1             Domain     1   260   260    219.1   1.1e-64   1 CL0192   
ENST00000256178.8      44    129     40    129 PF00193.24  Xlink             Domain     5    92    92     73.6   1.9e-20   1 CL0056   
ENST00000256996.9     233    271    232    271 PF00400.39  WD40              Repeat     2    39    39     30.6   5.4e-07   1 CL0186   
ENST00000256996.9     282    315    279    316 PF00400.39  WD40              Repeat     4    38    39     15.7     0.029   1 CL0186   
ENST00000257637.8       1    118      1    118 PF10856.14  DUF2678           Family     1   118   118    230.4   4.9e-69   1 No_clan  
ENST00000258457.7      13    232     13    232 PF15323.12  Ashwin            Family     1   220   220    339.0  2.9e-101   1 No_clan  
ENST00000258770.8     369    438    369    440 PF06743.21  FAST_1            Repeat     1    70    72     84.8   4.8e-24   1 CL0020   
ENST00000258770.8     452    536    451    536 PF08368.18  FAST_2            Family     2    89    89     88.3   5.9e-25   1 No_clan  
ENST00000258770.8     566    620    563    620 PF08373.17  RAP               Domain     4    58    58     43.8     3e-11   1 CL0236   
ENST00000258807.5      35    109     35    109 PF02017.22  CIDE-N            Domain     1    76    76     95.3   2.9e-27   1 CL0072   
ENST00000259698.9      16    363     16    364 PF15903.11  PL48              Family     1   347   348    602.1  4.3e-181   1 No_clan  
ENST00000261755.9      15    118     15    118 PF09298.17  FAA_hydrolase_N   Domain     1   105   105    117.4   4.9e-34   1 No_clan  
ENST00000261755.9     125    412    123    413 PF01557.24  FAA_hydrolase     Domain     4   213   214    121.2   7.9e-35   1 CL0377   predicted_active_site
ENST00000261819.8      23    169     23    169 PF21371.3   Apc5_N            Domain     1   146   146    287.4   3.4e-86   1 No_clan  
ENST00000261819.8     254    353    254    354 PF12862.14  ANAPC5            Repeat     1    90    91    104.0   5.6e-30   1 CL0020   
ENST00000261819.8     458    490    400    495 PF12862.14  ANAPC5            Repeat    29    61    91      8.8       2.8   1 CL0020   
ENST00000261819.8     547    746    547    748 PF29127.1   SUCH1_C           Repeat     1   186   193     34.7   2.1e-08   1 CL0020   
ENST00000262722.11     36     69     36     69 PF01821.24  ANATO             Domain     1    36    36     22.0   0.00037   1 No_clan  
ENST00000262722.11    112    144    112    144 PF01821.24  ANATO             Domain     1    36    36     22.4   0.00029   1 No_clan  
ENST00000262722.11    216    260    216    260 PF07645.22  EGF_CA            Domain     1    43    43     39.2   9.9e-10   1 CL0001   
ENST00000262722.11    262    303    262    306 PF07645.22  EGF_CA            Domain     1    40    43     38.5   1.6e-09   1 CL0001   
ENST00000262722.11    308    354    308    354 PF07645.22  EGF_CA            Domain     1    43    43     38.3   1.9e-09   1 CL0001   
ENST00000262722.11    356    391    356    397 PF07645.22  EGF_CA            Domain     1    37    43     37.4   3.7e-09   1 CL0001   
ENST00000262722.11    421    444    421    444 PF12662.14  cEGF              Domain     1    24    24     38.1   1.7e-09   1 CL0001   
ENST00000262722.11    460    484    460    484 PF12662.14  cEGF              Domain     1    24    24     33.8   3.8e-08   1 CL0001   
ENST00000262722.11    504    528    504    528 PF12662.14  cEGF              Domain     1    24    24     41.7   1.2e-10   1 CL0001   
ENST00000262722.11    585    681    584    681 PF22914.3   Fibulin_C         Domain     2    99    99    108.9     2e-31   1 CL0159   
ENST00000263056.6     145    386    139    388 PF00069.32  Pkinase           Domain     8   260   262    162.1   2.6e-47   1 CL0016   predicted_active_site
ENST00000263083.12     76    377     76    377 PF01866.23  Diphthamide_syn   Family     1   301   301    392.8  1.8e-117   1 No_clan  
ENST00000263974.4      58    131     58    131 PF03847.21  TFIID_20kDa       Domain     1    74    74    133.8   3.5e-39   1 CL0012   
ENST00000263991.9      13    163     12    165 PF10358.16  NT-C2             Domain     2   141   143     77.8     1e-21   1 CL0154   
ENST00000263991.9     445    548    443    549 PF00307.37  CH                Domain     3   108   109     83.4   1.9e-23   1 CL0188   
ENST00000264343.4      60    207     60    208 PF00620.33  RhoGAP            Domain     1   147   148    168.8   1.1e-49   1 CL0409   
ENST00000264644.10    221    397    221    398 PF00617.25  RasGEF            Family     1   180   181    176.8   6.2e-52   1 No_clan  
ENST00000264709.7       4    284      4    284 PF22855.2   DNM3A_N           Domain     1   280   280    551.7  6.9e-166   1 No_clan  
ENST00000264709.7     293    374    293    377 PF00855.24  PWWP              Domain     1    90    93     52.7   7.9e-14   1 CL0010   
ENST00000264709.7     475    530    475    530 PF17980.8   ADD_DNMT3         Domain     1    56    56     93.6   8.2e-27   1 CL0229   
ENST00000264709.7     537    586    537    586 PF21255.4   DNMT3_ADD_GATA1-like  Domain     1    50    50     77.0   1.4e-21   1 CL0229   
ENST00000264709.7     634    766    634    776 PF00145.24  DNA_methylase     Domain     1   119   324     43.3   5.1e-11   1 CL0063   predicted_active_site
ENST00000264716.9     122    181    122    183 PF00170.27  bZIP_1           Coiled-coil     1    60    64     35.5   1.3e-08   1 CL0018   
ENST00000264904.8     274    333    273    333 PF18770.8   Arm_vescicular    Repeat     2    61    61    109.4   9.9e-32   1 CL0020   
ENST00000264904.8     351    639    349    639 PF04869.21  Uso1_p115_head    Repeat     4   311   311    211.2     3e-62   1 CL0020   
ENST00000264904.8     796    962    790    964 PF04871.19  Uso1_p115_C       Family     8   121   121     35.0   2.4e-08   1 No_clan  
ENST00000265171.10    356    395    356    395 PF07645.22  EGF_CA            Domain     1    43    43     33.3   6.8e-08   1 CL0001   
ENST00000265171.10    524    564    524    564 PF00058.24  Ldl_recept_b      Repeat     1    42    42     21.8   0.00032   1 CL0186   
ENST00000265171.10    568    607    567    607 PF00058.24  Ldl_recept_b      Repeat     2    42    42     30.4   6.7e-07   1 CL0186   
ENST00000265171.10    611    650    610    651 PF00058.24  Ldl_recept_b      Repeat     2    41    42     28.0   3.9e-06   1 CL0186   
ENST00000265171.10    654    693    654    694 PF00058.24  Ldl_recept_b      Repeat     1    41    42     37.8   3.2e-09   1 CL0186   
ENST00000265171.10    745    780    745    780 PF14670.13  FXa_inhibition    Domain     1    36    36     36.6   6.1e-09   1 CL0001   
ENST00000265171.10    835    864    835    865 PF00008.34  EGF               Domain     1    31    32     23.2   0.00011   1 CL0001   
ENST00000265171.10    870    910    870    910 PF07645.22  EGF_CA            Domain     1    43    43     43.7   4.1e-11   1 CL0001   
ENST00000265171.10    912    941    912    949 PF07645.22  EGF_CA            Domain     1    31    43     36.5   6.9e-09   1 CL0001   
ENST00000265382.8     110    393    108    394 PF01504.25  PIP5K             Family     3   287   288    328.2   6.6e-98   1 CL0016   
ENST00000265734.8      13    300     13    300 PF00069.32  Pkinase           Domain     1   262   262    225.5   1.2e-66   1 CL0016   predicted_active_site
ENST00000266304.9     232    285    232    285 PF07716.21  bZIP_2           Coiled-coil     1    54    54     58.5   8.3e-16   1 CL0018   
ENST00000266718.5      36     66     36     66 PF01462.24  LRRNT             Family     1    28    28     33.7   3.3e-08   1 No_clan  
ENST00000266718.5      66    128     66    128 PF13855.13  LRR_8             Repeat     1    61    61     44.1   2.2e-11   1 CL0022   
ENST00000266718.5     137    171    136    171 PF13855.13  LRR_8             Repeat    25    61    61     30.5   3.7e-07   1 CL0022   
ENST00000266718.5     184    196    182    197 PF13516.13  LRR_6             Repeat     3    15    24     11.1      0.57   1 CL0022   
ENST00000266718.5     207    266    205    266 PF13855.13  LRR_8             Repeat     3    61    61     39.4   6.4e-10   1 CL0022   
ENST00000266736.7      79    421     78    423 PF01979.27  Amidohydro_1      Domain     2   343   345     67.4   2.1e-18   1 CL0036   predicted_active_site
ENST00000267101.8      56    166     55    167 PF01030.32  Recep_L_domain    Repeat     2   111   112     97.6   7.7e-28   1 CL0022   
ENST00000267101.8     182    332    169    332 PF00757.26  Furin-like        Domain    11   147   147    101.7   5.5e-29   1 CL0547   
ENST00000267101.8     353    472    353    474 PF01030.32  Recep_L_domain    Repeat     1   110   112    102.6   2.1e-29   1 CL0022   
ENST00000267101.8     499    629    499    630 PF14843.12  GF_recep_IV       Domain     1   131   132    166.9     3e-49   1 CL0547   
ENST00000267101.8     711    964    709    965 PF07714.24  PK_Tyr_Ser-Thr    Domain     3   257   258    276.1     4e-82   1 CL0016   
ENST00000267814.14     31    145     31    145 PF08240.18  ADH_N             Domain     1   104   104     82.6   3.3e-23   1 CL0296   
ENST00000267814.14    183    312    183    313 PF00107.33  ADH_zinc_N        Domain     1   128   129     87.8   9.4e-25   1 CL0063   
ENST00000267996.11     46    284     45    284 PF00261.26  Tropomyosin      Coiled-coil     5   242   242    253.7   2.7e-75   1 CL0452   
ENST00000269095.9      12     64     12     65 PF02828.22  L27               Domain     1    52    53     42.5   6.3e-11   1 CL0614   
ENST00000269095.9      69    120     68    120 PF02828.22  L27               Domain     2    53    53     63.9   1.3e-17   1 CL0614   
ENST00000269095.9     147    215    141    216 PF00595.30  PDZ               Domain     8    80    81     37.2   4.9e-09   1 CL0466   
ENST00000269095.9     229    290    229    291 PF07653.24  SH3_2             Domain     1    54    55     35.9   7.4e-09   1 CL0010   
ENST00000269095.9     350    538    349    539 PF00625.28  Guanylate_kin     Domain     2   181   182    157.7   4.1e-46   1 CL0023   
ENST00000269305.9       6     30      6     30 PF08563.17  P53_TAD            Motif     1    25    25     44.5   1.1e-11   1 No_clan  
ENST00000269305.9      35     59     35     59 PF18521.7   TAD2               Motif     1    25    25     64.1   1.1e-17   1 No_clan  
ENST00000269305.9     100    288     99    289 PF00870.24  P53               Domain     2   192   193    213.0   5.5e-63   1 CL0073   
ENST00000269305.9     319    357    319    358 PF07710.17  P53_tetramer       Motif     1    41    42     60.6   1.1e-16   1 No_clan  
ENST00000269932.10      3     64      3     64 PF27652.2   ARMC6_N           Domain     1    62    62    104.4   3.4e-30   1 No_clan  
ENST00000269932.10     66    476     66    476 PF30701.1   ARMC6             Repeat     1   418   418    789.5  8.8e-238   1 CL0020   
ENST00000271450.12     44    119     40    119 PF13895.13  Ig_2              Domain     5    79    79     48.3   1.5e-12   1 CL0159   
ENST00000271450.12    128    205    123    205 PF13895.13  Ig_2              Domain     6    79    79     44.8   1.8e-11   1 CL0159   
ENST00000271643.9      48     74     48     83 PF00090.26  TSP_1             Domain     1    27    49     26.9   6.6e-06   1 CL0692   
ENST00000271643.9     402    484    387    484 PF19236.5   ADAMTS_CR_3       Domain    26   115   115     37.0   4.6e-09   1 CL0750   
ENST00000271643.9     487    599    486    600 PF05986.20  ADAMTS_spacer1    Domain     2   114   115     82.4   4.8e-23   1 No_clan  
ENST00000271643.9     727    783    727    783 PF19030.7   TSP1_ADAMTS       Domain     1    55    55     52.6   6.8e-14   1 CL0692   
ENST00000271643.9     786    841    786    841 PF19030.7   TSP1_ADAMTS       Domain     1    55    55     41.4   2.1e-10   1 CL0692   
ENST00000271643.9     845    908    845    908 PF19030.7   TSP1_ADAMTS       Domain     1    55    55     36.9   5.4e-09   1 CL0692   
ENST00000271643.9     914    970    914    970 PF19030.7   TSP1_ADAMTS       Domain     1    55    55     54.5   1.7e-14   1 CL0692   
ENST00000271643.9     974    998    974   1000 PF19030.7   TSP1_ADAMTS       Domain     1    25    55     28.0   3.1e-06   1 CL0692   
ENST00000271651.8      26     85     26     86 PF08246.18  Inhibitor_I29     Domain     1    58    59     60.9   1.8e-16   1 No_clan  
ENST00000271651.8     116    327    115    328 PF00112.30  Peptidase_C1      Domain     2   219   220    283.4   2.7e-84   1 CL0125   predicted_active_site
ENST00000273691.7     167    214    167    214 PF05624.20  LSR               Domain     1    48    48     84.4   6.9e-24   1 No_clan  
ENST00000277900.12    140    321    139    321 PF00596.28  Aldolase_II       Domain     2   183   183    144.2   6.5e-42   1 CL0898   
ENST00000278064.7     788    938    787    939 PF25828.1   CC_Cfap43        Coiled-coil     2   152   868    201.1   4.4e-59   1 No_clan  
ENST00000278198.2     100    160    100    160 PF13855.13  LRR_8             Repeat     1    61    61     53.7   2.1e-14   1 CL0022   
ENST00000278198.2     220    242    220    242 PF00560.40  LRR_1             Repeat     1    23    23     13.0      0.15   1 CL0022   
ENST00000278198.2     245    302    244    302 PF13855.13  LRR_8             Repeat     3    60    61     34.7   1.8e-08   1 CL0022   
ENST00000278198.2     354    443    354    443 PF07679.23  I-set             Domain     1    90    90     53.4   3.4e-14   1 CL0159   
ENST00000279027.9      11    571      9    573 PF00939.26  Na_sulph_symp     Family     3   470   472    294.3   3.1e-87   1 CL0182   
ENST00000281419.8      33    266     31    266 PF16746.11  BAR_3             Domain    13   235   235     93.7   2.2e-26   1 CL0145   
ENST00000281419.8     307    395    306    397 PF00169.36  PH                Domain     2   103   105     51.1   2.5e-13   1 CL0266   
ENST00000281419.8     422    538    421    539 PF01412.24  ArfGap            Domain     2   116   117    112.2   2.3e-32   1 No_clan  
ENST00000281419.8     589    674    589    683 PF12796.14  Ank_2             Repeat     1    81    90     44.4   3.1e-11   1 CL0465   
ENST00000281419.8     951   1000    951   1000 PF14604.13  SH3_9             Domain     1    47    49     40.2   3.6e-10   1 CL0010   
ENST00000281708.10    281    326    281    327 PF12937.13  F-box-like        Domain     1    46    47     57.5   1.4e-15   1 CL0271   
ENST00000281708.10    373    407    370    407 PF00400.39  WD40              Repeat     4    39    39     30.0   8.2e-07   1 CL0186   
ENST00000281708.10    432    692    427    694 PF23381.2   Beta-prop_IFT122_1st  Repeat    12   268   273    146.4   1.7e-42   1 CL0186   
ENST00000281772.14    795    915    795    915 PF15275.12  PEHE              Family     1   127   127    119.6     2e-34   1 No_clan  
ENST00000282041.11    259    561    259    561 PF27745.1   Epg5_N            Domain     1   306   306    352.0  4.1e-105   1 No_clan  
ENST00000282041.11    584    737    584    748 PF27737.1   TPR-like_Epg5     Domain     1   153   159    190.4   2.3e-56   1 No_clan  
ENST00000282041.11    758    995    757   1000 PF30504.1   Epg5_M_TPR        Repeat     2   234   481    309.8   5.2e-92   1 CL0020   
ENST00000284073.7      24     91     23     92 PF00076.29  RRM_1             Domain     2    69    70     62.6   3.8e-17   1 CL0221   
ENST00000284073.7     112    178    112    181 PF00076.29  RRM_1             Domain     1    67    70     54.6   1.2e-14   1 CL0221   
ENST00000284292.11     28     47     27     47 PF00612.34  IQ                 Motif     2    21    21     25.3   1.3e-05   1 CL0220   
